OPEID6,INSTNM,C150_4,ADM_RATE,SATVR25,SATMT25,COSTT4_A,NPT4_PUB,NPT4_PRIV,UGDS,LOCALE,CITY,STABBR,PCIP27,PCIP52,CIP27BACHL,CIP52BACHL
32183,University of the Potomac-Washington DC Campus,0.3011,,,,,,,809,11,Washington,DC,,0.4634,,2
30775,Rabbi Jacob Joseph School,0.4318,0.9167,,,22600,,8389,115,21,Edison,NJ,,,,
31085,Everglades University,,0.8145,,,38913,,27371,2789,13,Boca Raton,FL,,0.3917,,2
34224,College of Biblical Studies-Houston,0.8427,,,,11523,,672,419,11,Houston,TX,,0.0923,,2
38683,World Mission University,0.8391,,,,22505,,15785,207,11,Los Angeles,CA,,,,
23141,Schiller Intertiol University,0.8551,,,,,,,43,11,Tampa,FL,,1,,2
31292,Rabbinical College of Ohr Shimon Yisroel,0.3154,,,,41283,,32594,232,11,Brooklyn,NY,,,,
42513,Pacific Bible College,,1,,,28080,,24383,22,13,Medford,OR,,,,
32603,California State University-Monterey Bay,0.6523,0.974,,,26987,13663,,6819,22,Seaside,CA,0.0135,0.1232,1,1
32673,Capella University,0.7859,,,,22820,,17956,18364,11,Minneapolis,MN,,0.0829,,2
1839,Trine University-Regiol/Non-Traditiol Campuses,,0.3986,,,26786,,15788,607,32,Angola,IN,,0.6694,,2
25554,The University of Texas MD Anderson Cancer Center,0.6784,,,,,,,334,11,Houston,TX,,,,
30926,Messenger College,,0.375,,,29881,,26433,24,21,Bedford,TX,,,,
25994,New York College of Health Professions,0.7048,,,,,,,58,21,Syosset,NY,,,,
20988,University of Phoenix-Hawaii,0.5643,,,,,,,,21,Kapolei,HI,,0.7692,,1
31473,Yeshiva D'monsey Rabbinical College,0.3662,0.3684,,,20600,,8289,84,21,Monsey,NY,,,,
31150,Arizo College of Nursing-Tempe,0.7078,1,,,38153,,31681,1202,12,Tempe,AZ,,,,
31226,Eastern Intertiol College-Jersey City,0.3688,0.6963,,,26182,,21111,495,11,Jersey City,NJ,,,,
1479,Embry-Riddle Aeroutical University-Worldwide,0.3204,0.5791,520,520,24878,,18725,9139,13,Dayto Beach,FL,,0.1986,,2
1937,Ottawa University-Milwaukee,0.8052,,,,,,,41,21,Brookfield,WI,,0.1579,2,2
1459,Strayer University-Maryland,0.7105,,,,,,,1043,21,Suitland,MD,,0.7543,,2
31773,San Juan Bautista School of Medicine,0.4555,1,,,12341,,4946,94,13,Caguas,PR,,,,
32253,American University of Health Sciences,0.3296,0.5,,,,,,351,21,Sigl Hill,CA,,,,
33394,Western Governors University,0.2333,,,,16728,,12548,155088,21,Salt Lake City,UT,,0.247,,2
9989,California Aeroutical University,,,,,46233,,36126,347,21,Bakersfield,CA,,,,
39373,Yeshiva College of the tions Capital,,,,,25800,,9850,56,21,Silver  Spring,MD,,,,
8067,Louisia State University Health Sciences Center-Shreveport,,,,,,,,21,12,Shreveport,LA,,,,
40373,Los Angeles Film School,0.6711,,,,,,30980,5472,11,Hollywood,CA,,,,
33473,Intertiol Baptist College and Semiry,,,,,29112,,14660,43,11,Chandler,AZ,,0.0909,,1
41103,University of Magement and Technology,,,,,,,,294,12,Arlington,VA,,0.7577,,2
21136,American InterContinental University-Atlanta,0.404,,,,23743,,16482,734,12,Atlanta,GA,,0.6053,,2
34296,Atlantic Institute of Oriental Medicine,0.3744,,,,,,,,12,Fort Lauderdale,FL,,,,
35163,The King's University,,0.6064,,,18075,,14140,251,21,Southlake,TX,,,,
34383,Pacific Islands University,,1,,,13032,,9334,61,22,Mangilao,GU,,,,
36663,Pillar College,,,,,38047,,8470,498,11,Newark,NJ,,0.0441,,1
2025,Southern University Law Center,,,,,,,,607,12,Baton Rouge,LA,0.0026,0.1429,1,1
35313,Universidad Pentecostal Mizpa,0.3727,,,,12652,,6440,137,11,Rio Piedras,PR,,,,
41143,Nevada State University,0.3426,0.8682,,,23718,14068,,3762,41,Henderson,NV,0.0025,0.0653,1,1
39803,California State University-Channel Islands,0.5207,0.9481,,,23561,9849,,5013,41,Camarillo,CA,0.0168,0.1624,1,1
41223,University of Arkansas Grantham,,,,,15318,8370,,2833,12,LIttle Rock,AR,,0.3136,,2
32183,University of the Potomac-VA Campus,,,,,,,,157,21,FALLS CHURCH,VA,,1,,2
36894,Faith Intertiol University,,,,,31368,,22662,276,12,Tacoma,WA,,0.5254,,2
36983,West Coast University-Los Angeles,,,,,55938,,53020,2673,11,North Hollywood,CA,,,,
35135,Williamson Christian College,,,,,,,,41,13,Franklin,TN,,0.7143,,2
31121,Dewey University-Hato Rey,,,,,11993,,3577,244,11,Hato Rey,PR,,0.0968,,1
1459,Strayer University-Tennessee,,,,,25158,,11645,1784,11,Memphis,TN,,0.7895,,2
1459,Strayer University-Pennsylvania,,,,,,,,1226,21,Trevose,PA,,0.8066,,2
22188,Brookline College-Albuquerque,,,,,,,37459,542,11,Albuquerque,NM,,,,
38133,Northcentral University,,,,,,,,60,11,San Diego,CA,,0.3571,,2
37333,Baptist University of the Americas,,,,,13755,,10964,99,11,San Antonio,TX,,0.0556,,1
37133,Beis Medrash Heichal Dovid,0.6345,0.7895,,,20540,,10909,206,11,Far Rockaway,NY,,,,
38273,Charlotte Christian College and Theological Semiry,,,,,,,,24,11,Charlotte,NC,,,,
38383,Nightingale College,,,,,,,30852,5986,12,Salt Lake City,UT,,,,
21136,American InterContinental University System,,,,,22256,,15172,7111,11,Chandler,AZ,,0.645,,2
21136,American InterContinental University-Houston,0.5,,,,26087,,20249,94,11,Houston,TX,,0.5263,,1
2453,Central Methodist University-College of Graduate and Extended Studies,,0.8753,,,22310,,14601,2092,42,Fayette,MO,0.006,0.1996,1,1
10098,Neumont College of Computer Science,,0.8678,410,460,45890,,35205,453,12,Salt Lake City,UT,,,,
40653,Roseman University of Health Sciences,,,,,,,,536,11,Henderson,NV,,,,
38684,Los Angeles College of Music,,0.8771,,,49705,,43590,227,12,Pasade,CA,,,,
38023,Uta Mesivta of Kiryas Joel,,,,,21682,,4156,2957,13,Monroe,NY,,,,
39483,Harrisburg University of Science and Technology,,0.8735,,,35893,,15376,615,13,Harrisburg,PA,0.02,0.07,1,1
21785,Eagle Gate College-Layton,,,,,,,25873,226,21,Layton,UT,,,,
41429,Georgia Gwinnett College,0.8958,0.955,,,22547,15844,,11344,21,Lawrenceville,GA,0.005,0.2393,1,1
37524,SUM Bible College and Theological Semiry,,0.4068,,,24956,,21680,198,21,El Dorado Hills,CA,,,,
34633,Careers Unlimited,,,,,,,,118,13,Orem,UT,,,,
1459,Strayer University-Florida,,,,,25158,,16064,1107,21,Tampa,FL,,0.7817,,2
38193,American Public University System,,,,,18768,,9597,40074,31,Charles Town,WV,0.0034,0.3048,2,2
40764,Gnomon,,0.4182,,,54947,,51949,294,11,North Hollywood,CA,,,,
40813,Bais Medrash Toras Chesed,,0.5765,,,14000,,6838,132,13,Lakewood,NJ,,,,
36963,University of the West,0.1806,1,,,21278,,6845,32,21,Rosemead,CA,,0.6154,,1
41513,American College of Education,0.5135,,,,,,,359,11,Indiapolis,IN,,0.2037,,2
13039,South University-Tampa,,,,,30414,,20434,388,11,Tampa,FL,,0.0148,,2
1459,Strayer University-Delaware,,,,,25158,,22593,161,13,Wilmington,DE,,0.766,,2
1459,Strayer University-Alabama,,,,,,,,1196,12,Birmingham,AL,,0.7907,,2
41215,Columbia Southern University,,,,,18226,,14580,12176,31,Orange Beach,AL,,0.2205,,2
41284,Miami Regiol University,,,,,,,22113,312,21,Miami Springs,FL,,,,
41234,Yeshivas Be'er Yitzchok,0.4673,0.8621,,,36850,,28599,90,21,Elizabeth,NJ,,,,
41311,Yeshiva Toras Chaim,,0.4425,,,23250,,5356,227,21,Lakewood,NJ,,,,
41155,Talmudical Semiry of Bobov,,0.9787,,,19000,,2840,602,11,Brooklyn,NY,,,,
39513,Patrick Henry College,0.3333,0.7744,660,580,,,,395,31,Purcellville,VA,,0.197,,1
1459,Strayer University-North Caroli,0.8088,,,,,,,2671,11,Greensboro,NC,,0.8329,,2
1459,Strayer University-New Jersey,,,,,,,,702,21,Piscataway,NJ,,0.76,,2
6385,Chamberlain University-Illinois,,0.8264,,,40826,,31837,14027,21,Addison,IL,,,,
6385,Chamberlain University-Ohio,,0.875,,,42634,,31544,257,11,Columbus,OH,,,,
6385,Chamberlain University-Arizo,,0.9091,,,45594,,40096,693,11,Phoenix,AZ,,,,
1937,Ottawa University-Online,,,,,,,,259,12,Overland Park,KS,0.0075,0.1716,2,2
41004,Taft University System,,,,,,,,,11,Denver,CO,,1,,2
40803,Aspen University,,,,,,,,1466,11,Phoenix,AZ,,0.0398,,2
41483,Denver College of Nursing,,,,,,,,757,11,Denver,CO,,,,
41381,Yeshiva of Machzikai Hadas,,0.7006,,,35348,,22870,515,11,Brooklyn,NY,,,,
21553,The Chicago School at Los Angeles,,0.4634,,,,,,337,11,Los Angeles,CA,,,,
41539,Providence Christian College,,1,,,53447,,25163,168,12,Pasade,CA,,,,
21000,Polytechnic University of Puerto Rico-Miami,,,,,,,,19,13,Miami,FL,,0.625,,2
21000,Polytechnic University of Puerto Rico-Orlando,0.5,,,,23011,,16577,96,21,Orlando,FL,,0.2941,,2
1459,Strayer University-West Virginia,,,,,,,,234,22,Scott Depot,WV,,0.5714,,2
6385,Chamberlain University-Florida,,0.9091,,,37182,,31269,821,11,Jacksonville,FL,,,,
41563,University of Fort Lauderdale,,,,,24410,,19965,314,21,Lauderhill,FL,,1,,2
36983,West Coast University-Orange County,,,,,34887,,32879,3192,11,Aheim,CA,,0.005,,2
36983,West Coast University-Ontario,,,,,53706,,49590,2671,12,Ontario,CA,,,,
1459,Strayer University-Arkansas,0.375,,,,,,,695,12,Little Rock,AR,,0.8636,,2
1459,Strayer University-Georgia,,,,,25158,,18318,4299,21,Chamblee,GA,,0.794,,2
1459,Strayer University-Mississippi,,,,,,,,882,12,Jackson,MS,,0.8701,,2
1459,Strayer University-South Caroli,,,,,25158,,17979,1868,13,Greenville,SC,,0.787,,2
1459,Strayer University-Texas,,,,,,,,2293,21,Farmers Branch,TX,,0.7759,,2
13039,South University-Richmond,,,,,36577,,30442,232,21,Glen Allen,VA,,0.0566,,2
13039,South University-Virginia Beach,,,,,36577,,27843,240,11,Virginia Beach,VA,,0.0317,,2
41425,Touro University Worldwide,,,,,29016,,19058,454,21,Los Alamitos,CA,,0.3652,,2
41426,Touro University Nevada,,,,,,,,22,11,Henderson,NV,,,,
9621,Herzing University-Kenosha,1,0.92,,,28414,,23066,522,13,Kenosha,WI,,0.0246,,1
9621,Herzing University-Brookfield,0.4618,0.9306,,,27844,,20514,380,21,Brookfield,WI,,0.0132,,1
42485,Texas A&M University-San Antonio,0.3019,0.928,430,410,21655,11196,,6599,11,San Antonio,TX,0.0088,0.2674,1,1
1459,Strayer University-Global Region,,,,,25158,,17833,9376,11,Washington,DC,,0.7945,,2
3404,Johnson & Wales University-Online,,0.9097,,,26864,,20252,2202,12,Providence,RI,,0.5785,,2
6385,Chamberlain University-Virginia,0.6162,0.9,,,45594,,33199,557,21,Vien,VA,,,,
41574,Crestpoint University,,,,,19927,,15670,385,11,Phoenix,AZ,,0.0845,,2
41542,Caroli College of Biblical Studies,,,,,24267,,21322,159,12,Fayetteville,NC,,,,
41737,Man University,,0.5269,,,17783,,15210,183,12,Fayetteville,NC,,0.1212,,2
41780,Simmons College of Kentucky,,1,,,26596,,18434,481,11,Louisville,KY,,0.2857,1,1
41795,North American University,,,,,27981,,18721,609,21,Stafford,TX,,0.2414,,1
41803,Keser Torah-Mayan Hatalmud,,1,,,18900,,11055,57,21,Lakewood,NJ,,,,
41825,Millennia Atlantic University,,,,,30138,,26879,184,13,Doral,FL,,1,,1
1417,University of Connecticut-Hartford Campus,,0.8833,470,460,26946,16403,,1525,12,Hartford,CT,0.0319,0.1269,1,1
1937,Ottawa University-Surprise,,0.7815,440,400,52170,,33393,836,21,Surprise,AZ,0.0153,0.2519,1,1
6385,Chamberlain University-Missouri,,1,,,38999,,30716,284,21,St. Louis,MO,,,,
6385,Chamberlain University-Texas,,0.8387,,,38480,,32209,2270,11,Houston,TX,,,,
42788,Los Angeles Pacific University,0.5132,,,,29884,,22677,1483,21,San Dimas,CA,,0.1661,,2
13039,South University-Savanh Online,,,,,34298,,28049,6433,12,Savanh,GA,,0.1628,,2
3804,Whitworth University-Adult Degree Programs,,0.2857,,,,,,145,21,Spokane,WA,,0.3793,,1
2211,Springfield College-Regiol Online and Continuing Education,,,,,,,,176,12,Springfield,MA,,0.0125,,1
41242,Catholic Intertiol University,0.4304,,,,21546,,14176,116,31,Charles Town,WV,,,,
41218,Criswell College,,1,,,27748,,21630,132,11,Dallas,TX,,,,
6385,Chamberlain University-Georgia,,0.9143,,,38272,,33188,1940,12,Sandy Springs,GA,,,,
6385,Chamberlain University-India,,1,,,28094,,16149,144,11,Indiapolis,IN,,,,
41884,Bais HaMedrash and Mesivta of Baltimore,0.6667,1,,,24300,,11361,87,21,Baltimore,MD,,,,
41924,Yeshiva Gedolah Zichron Leyma,0.537,0.5667,,,19850,,10844,47,21,Union,NJ,,,,
41928,Be'er Yaakov Talmudic Semiry,1,,,,19858,,4543,765,21,Spring Valley,NY,,,,
42087,Colorado State University Global,,0.984,,,21201,16510,,6563,11,Denver,CO,,0.5513,,2
36983,West Coast University-Texas,,,,,30119,,25992,1162,12,Richardson,TX,,0.01,,2
13039,South University-Austin,,,,,33349,,25680,211,12,Round Rock,TX,,0.0882,,2
3225,Warner Pacific University Professiol and Graduate Studies,,0.5935,,,,,,144,11,Portland,OR,,0.5686,,2
1469,Florida Institute of Technology-Online,,0.4018,,,24762,,18405,475,13,Melbourne,FL,,0.3128,,2
41897,California Miramar University,,0.1847,,,19067,,12480,135,11,San Diego,CA,,1,,2
42183,Midwives College of Utah,,0.8571,,,45179,,37278,234,12,Salt Lake City,UT,,,,
41578,Grace Mission University,,,,,,,,68,21,Fullerton,CA,,,,
42102,Mid-South Christian College,0.5394,1,,,19201,,10172,19,11,Memphis,TN,,,,
42154,Grace School of Theology,,,,,11881,,11881,229,12,Conroe,TX,,,,
42159,Yeshiva Gedolah Kesser Torah,,0.5238,,,18900,,10157,84,21,Monsey,NY,,,,
42161,Yeshiva Yesodei Hatorah,,0.8519,,,24600,,16637,75,21,Lakewood,NJ,,,,
1579,Augusta University,,0.8641,500,470,23524,13787,,5613,12,Augusta,GA,0.0055,0.1149,1,1
1581,Middle Georgia State University,,0.9968,490,460,19617,12361,,6574,12,Macon,GA,0.0041,0.1253,1,2
38626,Veritas Baptist College,1,0.95,,,24494,,21957,111,31,Lawrenceburg,IN,,,,
10727,DeVry College of New York,,1,,,25596,,12855,86,11,New York,NY,,0.6869,,2
10727,DeVry University-Arizo,,,,,,,,6,11,Phoenix,AZ,,0.5333,,1
10727,DeVry University-Florida,,,,,40132,,29477,109,11,Orlando,FL,,0.5657,,1
10727,DeVry University-Georgia,,1,,,38315,,28229,516,21,Decatur,GA,,0.4563,,1
10727,DeVry University-Nevada,,,,,,,,1,11,Henderson,NV,,0.5,,1
10727,DeVry University-New Jersey,,1,,,42312,,26565,62,21,Iselin,NJ,,0.6364,,1
10727,DeVry University-Ohio,,1,,,34318,,25001,210,11,Columbus,OH,,0.6944,,1
10727,DeVry University-Texas,,,,,,,,8,11,Irving,TX,,0.4815,,1
10727,DeVry University-Virginia,,,,,42312,,36609,13,12,Arlington,VA,,0.7,,1
1585,University of North Georgia,,0.6794,500,480,18177,9823,,16146,32,Dahlonega,GA,0.0071,0.1625,1,1
2199,Northeastern University Professiol Programs,,,,,,,,1802,11,Boston,MA,,0.2011,,1
42634,Florida Polytechnic University,,0.5752,590,580,21817,11853,,1689,41,Lakeland,FL,0.0088,,1,1
42443,Antioch College,,0.8913,,,49856,,14834,121,41,Yellow Springs,OH,,,,1
42295,Texas A&M University-Central Texas,,1,,,14187,1300,,1750,41,Killeen,TX,0.0055,0.2691,1,2
1081,Arizo State University Digital Immersion,,0.6669,,,,,,53782,12,Scottsdale,AZ,0.0001,0.1556,2,2
42404,A G. Mendez University,0.7333,,,,27187,,19775,4763,11,Orlando,FL,,0.213,,2
42190,Washington University of Science and Technology,1,0.0726,,,,,,400,12,Alexandria,VA,,0.3333,,2
20988,University of Phoenix-Arizo,,,,,19909,,13520,85991,11,Phoenix,AZ,,0.5586,,2
20988,University of Phoenix-California,,,,,,,,24,12,Ontario,CA,,0.798,,1
20988,University of Phoenix-Texas,0.5667,,,,,,,5,11,Dallas,TX,,0.8333,,1
,Minerva University,,0.0304,,,,,,637,11,San Francisco,CA,,0.2151,,1
20523,University of West Los Angeles,,,,,,,,7,21,Inglewood,CA,,1,,1
42301,Rabbinical College Ohr Yisroel,,,,,15850,,6223,114,11,Brooklyn,NY,,,,
36983,West Coast University-Miami,,,,,36468,,32539,961,13,Doral,FL,,,,
42434,Lionel University,,,,,31812,,29453,370,22,Carpinteria,CA,,,,
42440,California Intercontinental University,,,,,,,,151,12,Sioux Falls,SD,,0.6,,2
42830,American College of the Building Arts,0.1429,0.4444,560,570,38073,,30403,155,12,Charleston,SC,,,,
42272,Bet Medrash Gadol Ateret Torah,,0.8889,,,22488,,10273,112,11,Brooklyn,NY,,,,
42074,Yeshiva Ohr Yisrael,,0.5,,,,,,23,11,Brooklyn,NY,,,,
42315,Yeshiva Sholom Shach,,1,,,21750,,12217,130,11,Brooklyn,NY,,,,
,Bethlehem College & Semiry,0.5942,,,,,,,117,11,Minneapolis,MN,,,,
42278,Bethany Global University,0.7386,0.9286,,,43216,,37790,81,13,Bloomington,MN,,,,
42376,California Jazz Conservatory,0.5714,0.6667,,,,,,6,12,Berkeley,CA,,,,
6385,Chamberlain University-Nevada,,0.7647,,,33051,,27073,652,11,Las Vegas,NV,,,,
6385,Chamberlain University-Michigan,0.4286,0.8571,,,33910,,28045,629,13,Troy,MI,,,,
6385,Chamberlain University-New Jersey,,1,,,38904,,37984,1226,21,North Brunswick,NJ,,,,
6725,The University of Tennessee Health Science Center,,,,,,,,394,11,Memphis,TN,,,,
31150,Arizo College of Nursing-Las Vegas,,1,,,35587,,30921,1222,21,Las Vegas,NV,,,,
3783,Northwest University-Center for Online and Extended Education,,,,,40568,,35671,405,21,Kirkland,WA,,0.2061,,2
39343,Yeshiva Zichron Aryeh,,0.25,,,,,,41,11,Far Rockaway,NY,,,,
42432,Central Yeshiva Beth Joseph,,,,,,,,15,11,Brooklyn,NY,,,,
42438,Abraham Lincoln University,,,,,34154,,28584,25,12,Glendale,CA,,0.0714,,2
42515,Beth Medrash of Asbury Park,,0.5385,,,21110,,9766,124,21,Lakewood,NJ,,,,
42580,Seattle Film Institute,,,,,55496,,41595,65,11,Seattle,WA,,,,
1822,India Wesleyan University-tiol & Global,,,,,22228,,16898,6656,41,Marion,IN,,0.2962,,2
42328,John Patrick University of Health and Applied Sciences,,0.8235,,,44115,,37711,480,12,South Bend,IN,,,,
6385,Chamberlain University-North Caroli,,1,,,42634,,38436,202,11,Charlotte,NC,,,,
6385,Chamberlain University-California,,0.8,,,37232,,36559,751,13,Rancho Cordova,CA,,,,
2956,Caroli University,,0.3954,,,32680,,20828,460,11,Winston-Salem,NC,,0.3492,,2
41228,Presbyterian Theological Semiry in America,,,,,,,,55,21,Santa Fe Springs,CA,,,,2
42271,America Evangelical University,,,,,23764,,17854,73,13,Garde,CA,,,,2
42483,Los Angeles Academy of Figurative Art,,,,,,,,2,11,Van Nuys,CA,,,,
42496,Westcliff University,,0.7315,,,44210,,35426,2363,11,Irvine,CA,,0.9184,,2
42567,Reformed University,,,,,,,,253,21,Lawrenceville,GA,,,,
42590,Yeshiva Shaar Ephraim,,,,,22510,,10539,113,21,Monsey,NY,,,,
42612,Yeshiva Bais Aharon,,0.8182,,,19522,,11757,25,13,Lakewood,NJ,,,,
42615,Mechon L'hoyroa,,,,,,,,122,21,Monsey,NY,,,,
1827,Purdue University Northwest,,0.7236,450,440,15571,6079,,5671,21,Hammond,IN,0.0033,0.1581,1,1
42659,Yeshiva Kollel Tifereth Elizer,,0.7368,,,,,,499,11,Brooklyn,NY,,,,
21553,The Chicago School at San Diego,,,,,,,,2,11,San Diego,CA,,,,
3896,University of Wisconsin-Milwaukee Flex,0.1667,1,,,,,,543,11,Milwaukee,WI,,,,
5015,University of Wisconsin-Parkside Flex,0.25,,,,,,,172,41,Kenosha,WI,,0.9375,,2
42644,Yeshiva Gedolah Tiferes Boruch,,0.8929,,,17600,,9417,81,21,North Plainfield,NJ,,,,
42652,Women's Institute of Torah Semiry and College,,0.9796,,,32300,,11673,118,11,Baltimore,MD,,,,
42693,Yeshiva Gedolah of Cliffwood,,0.7,,,17850,,9641,30,21,Keyport,NJ,,,,
42703,Yeshivas Emek Hatorah,,1,,,22250,,14504,90,41,Howell,NJ,,,,
42761,Champion Christian College,,,,,20970,,17002,144,13,Hot Springs,AR,,,,
42808,Texas Tech University Health Sciences Center-El Paso,,,,,,,,242,11,El Paso,TX,,,,
6385,Chamberlain University-Louisia,,1,,,38480,,30791,622,21,Jefferson,LA,,,,
2461,Drury University-College of Continuing Professiol Studies,,,,,19698,,10566,632,12,Springfield,MO,,0.2054,,2
1805,India Institute of Technology-College of Professiol Studies,,,,,26033,,20473,2686,11,Fort Wayne,IN,,0.5871,,2
42769,Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,,,,,25625,,13075,168,11,Brooklyn,NY,,,,
42836,College Unbound,,,,,27138,,21108,491,12,Providence,RI,,,,
31150,Arizo College of Nursing-Dallas,0.1373,1,,,43045,,38488,588,11,Dallas,TX,,,,
,Sattler College,,0.6905,590,550,,,,57,11,Boston,MA,,0.125,,1
42794,Christ Mission College,,1,,,18421,,10679,32,21,San Antonio,TX,,,,
42827,Urshan University,,0.8378,403,395,17175,,14779,472,21,Wentzville,MO,,0.1364,,2
42876,Yeshiva Yesoda Hatorah Vetz Chaim,,,,,24473,,11549,223,11,Brooklyn,NY,,,,
24824,Ponce Health Sciences University-East,,0.7982,,,28524,,14719,131,12,Ponce,PR,,,,
42934,Oak Valley College,,,,,33587,,21379,75,21,Rialto,CA,,1,,1
31150,Arizo College of Nursing-Tampa,1,1,,,41613,,36680,335,11,Tampa,FL,,,,
31150,Arizo College of Nursing-Fort Lauderdale,,,,,,,,428,12,Fort Lauderdale,FL,,,,
31150,Arizo College of Nursing-Tucson,,1,,,41932,,37136,562,11,Tucson,AZ,,,,
31150,Arizo College of Nursing-Phoenix,,1,,,42097,,36660,1229,11,Phoenix,AZ,,,,
42953,Pathways College,,,,,,,,196,11,Phoenix,AZ,,1,,2
23608,Provo College-Idaho Falls Campus,0.4,,,,39585,,33576,257,13,Idaho Falls,ID,,,,
21785,Eagle Gate College-Boise Campus,,,,,35847,,30241,594,12,Boise,ID,,,,
42198,California Northstate University,,0.9247,,,,,,37,21,Elk Grove,CA,,,,
42823,Antigua College Intertiol,0.3182,,,,29450,,29211,251,21,Miami Lakes,FL,,,,
,NewU University,,,,,,,,34,11,Washington,DC,,,,1
30265,Remington College-Online Dallas,,,,,29094,,24413,178,11,Dallas,TX,,0.5,,2
3537,Abilene Christian University-Undergraduate Online,,1,,,30295,,23698,1219,21,Addison,TX,,0.1949,,2
42975,Great Northern University,,1,,,28405,,21029,48,12,Spokane,WA,,,,1
31150,Arizo College of Nursing-Salt Lake City,,1,,,41871,,37660,306,13,Murray,UT,,,,
42995,Bridges Christian College,,,,,14180,,10273,163,11,New Orleans,LA,,,,
42637,Reach University,,1,,,32536,,22423,1946,11,Oakland,CA,,,,
2463,Evangel University-College of Online Learning,,0.4918,,,26454,,22503,240,12,Springfield,MO,,0.3158,,2
31150,Arizo College of Nursing-Southfield,,1,,,42280,,38786,594,13,Southfield,MI,,,,
31150,Arizo College of Nursing-Falls Church,,1,,,42280,,38690,348,21,Falls Church,VA,,,,
31150,Arizo College of Nursing-Ontario,,1,,,52480,,44477,380,12,Ontario,CA,,,,
3315,Commonwealth University of Pennsylvania,,0.9309,500,490,25161,15699,,9210,32,Bloomsburg,PA,0.0068,0.1886,1,1
3316,Pennsylvania Western University,,0.9433,480,460,26916,18256,,7451,32,California,PA,0.0116,0.1092,1,2
43112,Justice University,,,,,,,,116,11,Chandler,AZ,,1,,1
43017,Yeshiva of Kasho,,,,,21356,,9200,185,11,Brooklyn,NY,,,,
43063,Yeshivas Sanz Klauzenburg,,,,,22355,,10071,98,11,Brooklyn,NY,,,,
,URBE University,,,,,,,,33,21,Sweetwater,FL,,0.875,,2
31150,Arizo College of Nursing-Sarasota,,1,,,34305,,28945,133,21,University Park,FL,,,,
31150,Arizo College of Nursing-Aurora,0.3077,1,,,43920,,37153,336,11,Aurora,CO,,,,
31150,Arizo College of Nursing-Cincinti,0.6667,1,,,44576,,38808,77,21,Cincinti,OH,,,,
31150,Arizo College of Nursing-Cleveland,0.2174,1,,,46107,,39762,164,21,Beachwood,OH,,,,
41483,Denver College of Nursing-Houston,0.125,,,,,,,135,11,Houston,TX,,,,
,Windsor University,,,,,,,,,11,Washington,DC,,,,
31150,Arizo College of Nursing - Chesapeake,,1,,,42703,,33626,149,11,Chesapeake,VA,,,,
31150,Arizo College of Nursing - Hartford,,1,,,48113,,43500,334,13,East Hartford,CT,,,,
31150,Arizo College of Nursing-St Louis,,1,,,,,,131,21,Maryland Heights,MO,,,,
,EDvance College,,1,,,,,,201,11,San Francisco,CA,,,,
