OPEID6,INSTNM,C150_4,ADM_RATE,SATVR25,SATMT25,COSTT4_A,NPT4_PUB,NPT4_PRIV,UGDS,LOCALE,CITY,STABBR,PCIP27,PCIP52,CIP27BACHL,CIP52BACHL
1918,Friends University,,0.5522,500,460,50482,,27715,1048,11,Wichita,KS,0.0092,0.2615,1,1
21689,Kansas Christian College,,,,,20997,,15313,143,12,Overland Park,KS,,0.5143,,2
1948,University of Kansas,,0.9348,540,530,26751,18059,,21217,13,Lawrence,KS,0.0079,0.2113,1,2
1928,Kansas State University,,0.8169,550,510,27402,19406,,15142,13,Manhattan,KS,0.0048,0.2599,1,1
1929,Kansas Wesleyan University,,0.719,,,47437,,22671,956,33,Sali,KS,,0.2414,1,1
1933,McPherson College,,0.7676,470,490,50611,,26441,872,33,McPherson,KS,0.0123,0.1963,1,1
7032,MidAmerica zarene University,,0.788,460,490,57355,,32165,983,21,Olathe,KS,0.0033,0.1429,1,1
1937,Ottawa University-Ottawa,0.5526,0.8296,420,330,51856,,27963,870,32,Ottawa,KS,0.0073,0.2701,1,1
1937,Ottawa University-Kansas City,,,,,,,,219,12,Overland Park,KS,0.0104,0.3229,2,2
1943,University of Saint Mary,,0.8663,378,428,48728,,22519,925,31,Leavenworth,KS,0.0213,0.1223,1,1
1940,Southwestern College,,0.7555,,,58432,,29824,924,32,Winfield,KS,0.006,0.3855,1,2
1945,Sterling College,,0.4817,,,47185,,22371,538,43,Sterling,KS,0.0174,0.2,1,2
1946,Tabor College,0.1714,0.6458,,,50350,,20205,494,43,Hillsboro,KS,,0.2462,1,1
1949,Washburn University,,,,,21512,15280,,4562,12,Topeka,KS,0.0102,0.0998,1,1
1950,Wichita State University,,0.9395,470,435,21780,13194,,10780,11,Wichita,KS,0.0039,0.1648,1,2
1952,Asbury University,,0.634,,,47459,,21401,1420,31,Wilmore,KY,0.0136,0.2177,1,2
1954,Bellarmine University,0.5697,0.8611,510,520,61691,,21499,2161,11,Louisville,KY,0.0034,0.1701,1,1
1958,Brescia University,,0.3524,,,44328,,8709,545,13,Owensboro,KY,0.0313,0.2969,1,1
1961,Centre College,0.461,0.5436,590,570,67787,,20781,1400,32,Danville,KY,0.0334,,1,
25356,Clear Creek Baptist Bible College,,,,,21040,,10949,159,42,Pineville,KY,,,,
30837,Galen College of Nursing-Louisville,0.6667,,,,,,18540,4801,11,Louisville,KY,,,,
1962,University of the Cumberlands,,0.9881,,,25567,,14107,6941,33,Williamsburg,KY,0.0026,0.1773,1,1
1964,Georgetown College,,0.9106,500,460,56886,,14095,1097,31,Georgetown,KY,0.0083,0.2667,1,1
1969,Kentucky Wesleyan College,0.7469,0.716,440,450,46203,,17131,842,13,Owensboro,KY,,0.1806,1,2
1972,Lindsey Wilson College,0.69,,,,40879,,15070,1585,33,Columbia,KY,0.0171,0.1714,1,1
1975,Midway University,0.6877,0.9514,570,530,48805,,29579,1262,42,Midway,KY,0.0071,0.2286,1,2
1977,Murray State University,0.6713,0.8568,480,460,23485,9096,,6688,32,Murray,KY,0.0081,0.1641,1,2
1980,University of Pikeville,,,,,33420,,20311,1135,33,Pikeville,KY,0.0033,0.148,1,1
1982,The Southern Baptist Theological Semiry,0.4288,0.5587,520,490,,,,848,11,Louisville,KY,,0.211,,1
1960,Spalding University,0.4561,0.9945,440,435,45530,,25491,583,11,Louisville,KY,,0.1646,,2
2001,Thomas More University,0.8021,0.9035,510,520,49452,,21835,1293,21,Crestview Hills,KY,0.0069,0.2897,1,1
1987,Transylvania University,0.3738,0.8655,580,540,60993,,21913,1005,11,Lexington,KY,0.0338,0.2367,1,1
1988,Union Commonwealth University,0.3919,0.6315,,,44322,,21311,746,33,Barbourville,KY,0.0053,0.2116,1,2
2002,Western Kentucky University,0.3958,0.9387,420,420,24188,10990,,12155,13,Bowling Green,KY,0.0027,0.191,1,2
2003,Centery College of Louisia,0.4608,0.5574,530,530,60620,,23624,685,12,Shreveport,LA,0.0096,0.25,1,1
2004,Dillard University,,0.4186,480,488,39202,,22094,1063,11,New Orleans,LA,0.0165,0.1593,1,1
2014,Louisia State University Health Sciences Center-New Orleans,,,,,,,,862,11,New Orleans,LA,,,,
2010,Louisia State University and Agricultural & Mechanical College,0.7816,0.7333,600,580,34705,19151,,30594,12,Baton Rouge,LA,0.0088,0.2185,1,2
2013,Louisia State University-Shreveport,0.4663,0.5055,515,485,19461,7022,,2153,12,Shreveport,LA,,0.4587,1,1
2008,Louisia Tech University,0.6438,0.864,550,550,24280,11864,,8312,32,Ruston,LA,0.0071,0.1898,1,1
2016,Loyola University New Orleans,0.7037,0.9305,,,64157,,23696,2812,11,New Orleans,LA,,0.1426,1,1
2017,McNeese State University,,0.7827,490,450,22810,12493,,5005,13,Lake Charles,LA,0.0076,0.1638,1,1
2015,University of New Orleans,0.3892,0.7431,480,455,23431,12384,,4638,11,New Orleans,LA,0.0051,0.2433,1,1
2019,New Orleans Baptist Theological Semiry,0.7701,,,,21660,,10829,865,11,New Orleans,LA,,,,
2021,Northwestern State University of Louisia,0.4751,0.9254,448,418,25431,13606,,5519,33,tchitoches,LA,0.0013,0.0918,1,2
2023,University of Holy Cross,0.6169,0.7366,,,27541,,15635,471,11,New Orleans,LA,,0.1494,,2
31062,Franciscan Missiories of Our Lady University,,0.987,,,28490,,18552,821,12,Baton Rouge,LA,,0.0094,,2
2027,Saint Joseph Semiry College,0.659,,,,49944,,45460,93,41,St. Benedict,LA,,,,
2024,Southeastern Louisia University,0.4008,0.9931,,,23604,13154,,9514,13,Hammond,LA,0.0046,0.2242,1,1
2031,University of Louisia at Lafayette,0.8298,0.8701,570,550,24884,13530,,12428,12,Lafayette,LA,0.0048,0.139,1,2
11385,College of the Atlantic,0.6753,0.7017,660,580,58266,,25184,353,43,Bar Harbor,ME,,,,
2036,Bates College,0.4195,0.1332,710,710,83532,,29351,1760,13,Lewiston,ME,0.0439,,1,
2038,Bowdoin College,0.8812,0.0713,730,740,85100,,14398,1873,31,Brunswick,ME,0.0539,,1,
6760,University of Maine at Augusta,,,,,19052,10924,,2659,32,Augusta,ME,,0.0831,,2
2040,University of Maine at Farmington,,0.9672,485,510,25822,16857,,1140,43,Farmington,ME,0.0105,0.0697,1,1
2033,University of Maine at Presque Isle,,0.9987,,,19113,7035,,1913,41,Presque Isle,ME,0.0032,0.3349,1,1
11673,Maine College of Art & Design,0.7463,0.7606,,,60128,,38338,415,13,Portland,ME,,,,
2052,Thomas College,,0.963,,,47198,,18885,647,33,Waterville,ME,0.0127,0.3503,1,1
6858,Unity Environmental University,,,,,21931,,19104,6483,42,New Gloucester,ME,,,,2
1436,Capitol Technology University,0.5014,0.7435,,,42471,,22102,315,21,Laurel,MD,,0.0189,,2
2068,Coppin State University,0.6792,0.4583,460,420,23748,9977,,1844,11,Baltimore,MD,0.0064,0.1061,1,1
2073,Goucher College,,0.7771,560,530,70544,,22470,964,13,Baltimore,MD,,0.0941,1,1
2076,Hood College,1,0.7777,,,61219,,20873,1194,13,Frederick,MD,0.0109,0.1522,1,1
2078,Loyola University Maryland,,0.7549,620,580,74055,,30574,3869,11,Baltimore,MD,0.0086,0.3117,1,1
11644,University of Maryland Global Campus,,,,,25400,22063,,49664,21,Adelphi,MD,,0.2341,,2
2104,University of Maryland Baltimore,,,,,,,,958,11,Baltimore,MD,,,,
2103,University of Maryland-College Park,,0.4479,690,710,29299,15678,,30760,21,College Park,MD,0.0229,0.1226,1,1
2083,Morgan State University,,0.8223,400,440,25413,14985,,9019,11,Baltimore,MD,0.0011,0.2062,1,1
2087,Ner Israel Rabbinical College,,0.6566,,,26750,,13572,280,21,Baltimore,MD,,,,
2065,Notre Dame of Maryland University,0.3262,0.8216,,,59320,,19169,709,11,Baltimore,MD,,0.0309,1,1
2091,Salisbury University,,0.8747,600,580,28310,17743,,6057,23,Salisbury,MD,0.0095,0.1743,1,1
2095,St. Mary's College of Maryland,0.6158,0.6863,590,553,31865,18441,,1603,41,St. Mary's City,MD,0.0238,0.0149,1,1
2092,St. John's College,0.3574,0.5524,680,590,55540,,45597,471,21,Anpolis,MD,,,,
2101,United States val Academy,,0.0927,610,600,,,,4474,21,Anpolis,MD,0.0171,,1,
2108,Washington College,0.2697,0.5689,580,560,73314,,27898,891,32,Chestertown,MD,0.02,0.152,1,1
2109,McDaniel College,,0.7793,,,65294,,21916,1617,31,Westminster,MD,0.0153,0.1298,1,1
41432,Hult Intertiol Business School,,0.6048,,,79075,,45447,618,12,Cambridge,MA,,1,,1
2117,An Maria College,,0.503,,,61888,,28333,906,41,Paxton,MA,,0.1667,,1
2118,Assumption University,0.4583,0.8298,,,65551,,29498,1669,12,Worcester,MA,0.0182,0.2802,1,1
2122,Bay Path University,,0.852,490,520,47308,,14271,1108,21,Longmeadow,MA,,0.2159,,2
2126,Berklee College of Music,0.477,0.4353,,,72700,,49465,7468,11,Boston,MA,,,,
3966,Boston Architectural College,0.4335,,,,40343,,25865,280,11,Boston,MA,,,,
2183,Bridgewater State University,,0.8781,550,510,26160,16383,,7829,21,Bridgewater,MA,0.02,0.1476,1,1
21829,Cambridge College,,,,,34072,,31072,532,11,Boston,MA,,0.4326,,2
2139,Clark University,0.5286,0.3954,658,630,68432,,28714,2214,12,Worcester,MA,0.0181,0.0726,1,1
2143,Curry College,0.098,0.8765,530,520,64020,,29207,1780,21,Milton,MA,,0.1097,,1
2144,Dean College,0.6881,0.7371,,,64889,,30684,1089,21,Franklin,MA,,0.2058,,1
2147,Emmanuel College,0.7108,0.7565,600,570,65252,,26706,1854,11,Boston,MA,0.0122,0.1463,1,1
2148,Endicott College,0.4863,0.7121,610,583,59328,,40654,3125,21,Beverly,MA,0.0079,0.284,1,1
2150,Fisher College,,0.7068,,,53921,,26649,1167,11,Boston,MA,,0.2749,,2
4661,Hampshire College,0.5361,0.7528,,,74195,,24034,839,41,Amherst,MA,,0.0119,1,1
2154,Hellenic College-Holy Cross Greek Orthodox School of Theology,,0.7963,,,41282,,25203,64,21,Brookline,MA,,,,1
2141,College of the Holy Cross,,0.1761,630,610,80334,,38782,3106,12,Worcester,MA,0.0333,0.0253,1,1
2161,University of Massachusetts-Lowell,0.4776,0.8304,590,590,30786,17163,,11434,21,Lowell,MA,0.0147,0.2011,1,1
2221,University of Massachusetts-Amherst,,0.5973,650,660,34549,22383,,23671,13,Amherst,MA,0.0246,0.1609,1,1
2222,University of Massachusetts-Boston,,0.8378,540,530,30544,17707,,11512,11,Boston,MA,0.009,0.1549,1,1
21636,William James College,0.3374,,,,,,,39,13,Newton,MA,,,,
2120,Merrimack College,0.5103,0.7002,,,70038,,37927,3916,21,North Andover,MA,0.0043,0.3187,1,1
22316,MGH Institute of Health Professions,,,,,,,,164,11,Boston,MA,,,,
20630,Montserrat College of Art,0.6498,,,,58616,,33216,226,21,Beverly,MA,,,,
2192,Mount Holyoke College,,0.3603,710,670,84926,,26441,2169,21,South Hadley,MA,0.03,,1,
2194,The New England Conservatory of Music,0.5822,0.411,,,81277,,46754,393,11,Boston,MA,,,,
2164,New England College of Optometry,,,,,,,,,11,Boston,MA,,,,
2197,Nichols College,0.5371,0.8084,528,500,58310,,33036,1163,21,Dudley,MA,,0.6596,,1
2187,Massachusetts College of Liberal Arts,0.4201,0.8974,,,26026,16068,,713,31,North Adams,MA,0.0311,0.1242,1,1
2206,Regis College,0.5043,0.6978,,,65546,,27477,956,21,Weston,MA,,0.0469,,1
2214,Saint John's Semiry,,,,,,,,7,11,Brighton,MA,,,,
2188,Salem State University,,0.9588,,,28291,15996,,4291,21,Salem,MA,0.0038,0.1622,1,1
2209,Smith College,,0.21,720,700,86030,,27579,2544,13,Northampton,MA,0.0292,,1,
2211,Springfield College,,0.7189,570,510,60729,,30587,1751,12,Springfield,MA,0.0041,0.0894,1,1
2217,Stonehill College,,0.6628,,,72714,,33016,2528,21,Easton,MA,0.005,0.3244,1,1
2226,Western New England University,,0.8348,540,550,60262,,27290,2603,12,Springfield,MA,0.003,0.4509,1,1
2227,Wheaton College (Massachusetts),0.5,0.6773,640,580,79311,,29822,1773,21,Norton,MA,0.011,0.1685,1,1
2233,Worcester Polytechnic Institute,0.6429,0.6016,,,78679,,43071,5447,12,Worcester,MA,0.0231,0.0085,1,1
2234,Adrian College,0.319,0.7253,443,430,56003,,25368,1604,32,Adrian,MI,0.0054,0.2332,1,1
2239,Aquis College,,0.8988,470,440,51652,,16626,1083,12,Grand Rapids,MI,0.0491,0.2453,1,1
4673,Baker College,0.4406,0.8187,500,460,24526,,13157,3026,32,Owosso,MI,,0.1949,,2
2241,Calvin University,,0.7091,550,533,54222,,22992,3193,12,Grand Rapids,MI,0.0086,0.1151,1,1
2246,Cleary University,0.5224,0.6754,,,39718,,22143,738,22,Howell,MI,,1,,1
3842,Concordia University Ann Arbor,,0.6925,,,51853,,32811,702,12,Ann Arbor,MI,0.006,0.2381,1,1
6771,College for Creative Studies,,0.9194,,,66014,,34617,1230,11,Detroit,MI,,,,
2249,Davenport University,,0.9784,,,37319,,17707,3134,21,Grand Rapids,MI,,0.4839,,2
2262,Kettering University,0.7099,0.7867,580,580,61250,,34660,1205,13,Flint,MI,0.0029,0.0202,1,1
2265,Grace Christian University,0.7148,0.9916,,,26166,,12404,716,13,Wyoming,MI,,0.1168,,2
2266,Cornerstone University,0.3213,0.7777,,,42043,,20301,1298,12,Grand Rapids,MI,0.0028,0.2773,1,1
2268,Grand Valley State University,,0.8302,480,460,28367,16317,,18854,31,Allendale,MI,0.0185,0.2275,1,1
2269,Great Lakes Christian College,,,,,30311,,15524,197,21,Lansing,MI,,0.1579,,1
2273,Hope College,,0.7924,550,550,55646,,27182,3288,13,Holland,MI,0.0086,0.2029,1,1
2275,Kalamazoo College,,0.7532,590,580,74208,,19072,1149,13,Kalamazoo,MI,0.0199,0.1358,1,1
2282,Madon University,,0.6339,460,420,41038,,17755,1632,13,Livonia,MI,,0.1879,1,1
2288,Rochester University,,0.9765,,,41787,,21456,792,21,Rochester Hills,MI,,0.1444,,1
4072,Northwood University,,0.6451,,,48780,,27232,1974,13,Midland,MI,,0.8602,,2
2307,Oakland University,,0.8784,540,490,25182,9120,,12351,21,Rochester Hills,MI,0.0045,0.1753,1,1
2308,The University of Olivet,0.6382,0.8325,,,47069,,21393,892,42,Olivet,MI,,0.2849,1,1
2314,Sagiw Valley State University,0.542,0.7207,480,440,24936,10775,,5989,22,University Center,MI,0.0107,0.1669,1,1
2316,Sie Heights University,0.432,0.689,413,393,44449,,17124,1495,32,Adrian,MI,0.0021,0.2144,1,1
2318,Spring Arbor University,,0.5152,540,470,44703,,19353,1010,41,Spring Arbor,MI,,0.1923,1,2
4071,Walsh College,,,,,,,,445,13,Troy,MI,,0.8566,,2
2329,Wayne State University,,0.8116,540,520,27350,12766,,15587,11,Detroit,MI,0.0073,0.225,1,2
2330,Western Michigan University,0.2709,0.846,,,29237,15273,,12568,13,Kalamazoo,MI,0.0022,0.271,1,1
20503,Academy College,,,,,33874,,29093,56,13,Bloomington,MN,,0.25,,1
2336,Bemidji State University,0.8969,0.5598,,,22744,15261,,3139,33,Bemidji,MN,0.0104,0.2033,1,2
9058,Bethel University,0.36,0.878,610,580,58569,,28556,1871,21,Saint Paul,MN,0.0031,0.2308,1,2
2346,Concordia College at Moorhead,0.6667,0.6265,,,45942,,24902,1829,22,Moorhead,MN,0.024,0.24,1,1
2347,Concordia University-Saint Paul,,0.7887,,,37239,,18462,3018,11,Saint Paul,MN,0.0034,0.1636,1,2
2361,Martin Luther College,,0.8717,,,29250,,18463,725,32,New Ulm,MN,,,,
2353,Gustavus Adolphus College,0.5154,0.6099,,,67613,,22900,1878,31,Saint Peter,MN,0.0251,0.1095,1,1
2360,Minnesota State University-Mankato,0.5155,0.8844,,,23995,19139,,11703,13,Mankato,MN,0.0064,0.2316,1,2
10374,Metropolitan State University,,0.9871,,,25172,16863,,5616,11,Saint Paul,MN,0.0034,0.2542,1,2
9621,Herzing University-Minneapolis,0.4035,0.9375,,,26163,,16670,740,13,St. Louis Park,MN,,0.0212,,1
2367,Minnesota State University Moorhead,,0.5876,,,25197,17997,,3072,22,Moorhead,MN,0.0033,0.1971,1,2
2369,North Central University,,0.9898,,,44475,,25817,709,11,Minneapolis,MN,0.0054,0.2,1,1
2371,University of Northwestern-St Paul,,0.9347,430,438,51325,,27705,1442,21,Saint Paul,MN,0.0084,0.145,1,1
9992,Oak Hills Christian College,0.382,,,,33958,,20227,75,41,Bemidji,MN,,0.0588,,1
2377,Saint Cloud State University,,0.948,510,515,21116,13529,,5088,13,Saint Cloud,MN,0.0085,0.1888,1,2
2382,St Olaf College,0.2865,0.4832,660,640,71843,,23874,3093,32,Northfield,MN,0.0774,,1,
2383,Crown College,0.2622,0.2278,,,46598,,26672,796,41,Saint Bonifacius,MN,,0.1202,,1
2345,University of St Thomas,,0.8536,640,620,66116,,29155,6245,11,Saint Paul,MN,0.0127,0.4126,1,1
2342,St Catherine University,,0.9185,480,370,60476,,19764,2473,11,Saint Paul,MN,0.0028,0.0532,1,2
2394,Wino State University,,0.7549,,,23683,17503,,5144,32,Wino,MN,0.0102,0.1461,1,1
2396,Alcorn State University,0.7919,0.4533,400,270,23751,13265,,2363,43,Alcorn State,MS,,0.0489,1,1
2397,Belhaven University,0.3333,0.4975,490,520,39793,,15676,1471,12,Jackson,MS,0.0198,0.2079,1,2
2398,Blue Mountain Christian University,,0.8895,,,33197,,24016,498,42,Blue Mountain,MS,,0.1953,1,1
2403,Delta State University,0.3533,1,475,450,22445,13540,,1620,33,Cleveland,MS,0.0091,0.1758,1,2
2410,Jackson State University,0.5,0.9315,430,390,32415,23836,,4600,12,Jackson,MS,0.0024,0.1344,1,1
2414,Millsaps College,0.6815,0.4312,495,530,60061,,26034,549,12,Jackson,MS,0.0234,0.3594,1,1
2440,University of Mississippi,0.7143,0.9658,510,490,28660,13314,,21473,33,University,MS,0.0033,0.2723,1,1
2422,Mississippi University for Women,0.6946,0.9031,,,22225,12411,,1605,33,Columbus,MS,0.0044,0.1418,1,1
2424,Mississippi Valley State University,,0.9238,,,21154,9686,,1439,42,Itta Be,MS,,0.1724,1,1
2415,Mississippi College,0.9294,0.2911,,,41214,,27712,2518,21,Clinton,MS,0.0104,0.171,1,1
2423,Mississippi State University,0.6329,0.7764,560,540,29267,17595,,18397,33,Mississippi State,MS,0.0065,0.1958,1,1
2433,Rust College,0.939,0.4867,,,23107,,12587,467,32,Holly Springs,MS,,0.1489,1,1
2441,University of Southern Mississippi,0.7523,0.9912,,,26566,21708,,10075,13,Hattiesburg,MS,0.0042,0.1998,1,2
2439,Tougaloo College,0.9312,0.5985,,,24239,,17043,639,12,Tougaloo,MS,0.0084,,1,
2447,William Carey University,0.4394,0.6029,540,500,29651,,14258,2201,13,Hattiesburg,MS,0.002,0.0683,1,1
2449,Avila University,0.6731,0.878,430,370,50096,,16053,1312,11,Kansas City,MO,,0.1624,,2
13208,Mission University,,,,,28448,,21383,381,12,Springfield,MO,,0.4478,,1
20682,Cox College,,1,,,,,,540,12,Springfield,MO,,,,
22664,Central Christian College of the Bible,0.8866,,,,24748,,14356,154,32,Moberly,MO,,,,1
2454,University of Central Missouri,0.8603,0.638,,,22947,14462,,5648,32,Warrensburg,MO,0.0055,0.1139,1,1
20907,Cleveland University-Kansas City,,0.6923,,,40764,,35764,95,12,Overland Park,KS,,,,
2456,Columbia College,,,,,37207,,22715,4950,12,Columbia,MO,0.002,0.3039,1,2
2467,Conception Semiry College,,0.3182,,,42698,,24558,40,43,Conception,MO,,,,
2458,Cottey College,,0.6918,,,39269,,13805,254,33,Nevada,MO,,0.1176,,1
2460,Culver-Stockton College,0.7694,0.991,,,44112,,21983,807,43,Canton,MO,0.011,0.3022,1,1
2461,Drury University,,0.5758,570,560,48846,,20831,1383,12,Springfield,MO,0.0291,0.1359,1,1
2464,Fontbonne University,,,,,,,,207,21,Saint Louis,MO,0.0338,0.1824,1,1
9089,Hannibal-LaGrange University,0.6751,0.7263,,,40839,,22814,410,33,Hannibal,MO,0.0096,0.2115,1,1
2466,Harris-Stowe State University,0.7556,,,,21493,9922,,960,11,Saint Louis,MO,0.0137,0.2283,1,1
6389,Barnes-Jewish College Goldfarb School of Nursing,0.4577,,,,,,,446,11,Saint Louis,MO,,,,
2479,Lincoln University,0.5426,,,,23704,19092,,1392,13,Jefferson City,MO,0.0112,0.1338,1,1
4703,Logan University,,0.6429,,,26928,,20218,229,21,Chesterfield,MO,,,,
2482,Maryville University of Saint Louis,0.8733,0.9508,,,41959,,22066,5658,21,Saint Louis,MO,0.018,0.1583,1,2
2485,Midwestern Baptist Theological Semiry,,0.964,,,29080,,23006,747,11,Kansas City,MO,,0.0522,,2
7540,Missouri Baptist University,0.7778,0.686,,,49257,,27006,1488,21,Saint Louis,MO,0.0104,0.1792,1,2
2488,Missouri Southern State University,,0.9703,540,610,19568,12007,,3019,13,Joplin,MO,0.0067,0.1509,1,1
2489,Missouri Valley College,0.6482,0.6918,405,490,37899,,18086,1443,33,Marshall,MO,0.0049,0.335,1,2
2490,Missouri Western State University,0.8326,,,,21595,13251,,2219,13,Saint Joseph,MO,,0.1615,1,1
2516,University of Missouri-Columbia,0.4941,0.7847,580,570,31713,20268,,23929,12,Columbia,MO,0.0103,0.1786,1,2
2518,University of Missouri-Kansas City,,0.7218,640,650,25320,13310,,6817,11,Kansas City,MO,0.0075,0.1959,1,1
2519,University of Missouri-St Louis,0.6202,0.6267,510,550,31199,15071,,5024,21,Saint Louis,MO,0.0089,0.2248,1,2
2495,Truman State University,,0.8377,600,570,25115,12780,,2513,33,Kirksville,MO,0.0405,0.1488,1,1
2496,Northwest Missouri State University,,0.8609,478,498,24945,16244,,4378,33,Maryville,MO,0.0027,0.1682,1,2
22027,Ozark Christian College,,0.9361,,,28485,,20580,602,13,Joplin,MO,,,,
2498,Park University,,,,,29427,,21032,4555,21,Parkville,MO,0.0028,0.4352,1,2
8552,Stevens-The Institute of Business & Arts,0.7005,1,,,24808,,19137,89,11,Saint Louis,MO,,0.4737,,1
6392,Research College of Nursing,,,,,,,,177,11,Kansas City,MO,,,,
2499,Rockhurst University,0.5347,0.6959,,,59898,,25884,1580,11,Kansas City,MO,0.0042,0.1744,1,1
2506,Saint Louis University,0.8439,0.7504,600,600,71932,,24398,7267,11,Saint Louis,MO,0.0031,0.1709,1,2
2504,University of Health Sciences and Pharmacy in St. Louis,,0.8984,530,525,54802,,31817,337,11,Saint Louis,MO,,,,
2502,Southwest Baptist University,,0.6839,430,380,40301,,21677,1341,32,Bolivar,MO,0.0051,0.0846,1,1
2501,Southeast Missouri State University,,0.7352,,,25177,15882,,6373,13,Cape Girardeau,MO,0.0018,0.1513,1,2
2503,Missouri State University-Springfield,0.9054,0.9053,510,510,25048,17613,,13313,12,Springfield,MO,0.0022,0.1767,1,1
2524,William Jewell College,,0.3836,540,540,35785,,17562,924,21,Liberty,MO,0.0118,0.2529,1,1
2530,Monta State University Billings,0.8905,,,,20054,16524,,2626,12,Billings,MT,0.0017,0.2405,1,2
2527,University of Providence,0.76,0.5028,,,43477,,17649,528,13,Great Falls,MT,,0.0735,1,1
21434,Salish Kootei College,0.9153,,,,13047,7945,,580,42,Pablo,MT,,0.1,,1
2537,The University of Monta-Western,0.6824,0.9978,,,21403,16558,,1198,33,Dillon,MT,,0.0979,1,1
9743,Bellevue University,0.6398,,,,23531,,17550,10220,21,Bellevue,NE,0.0039,0.4831,2,2
9862,Clarkson College,0.5441,0.7818,,,24670,,19241,622,11,Omaha,NE,,0.0169,,2
6399,Bryan College of Health Sciences,0.7282,0.6737,,,32845,,26919,553,11,Lincoln,NE,,,,
2539,Chadron State College,0.8971,,,,21132,12549,,1540,33,Chadron,NE,0.0052,0.2442,2,2
2541,Concordia University-Nebraska,0.4842,0.8572,,,53292,,23965,1283,32,Seward,NE,0.004,0.1746,1,1
2548,Hastings College,0.6159,0.7165,,,51422,,24452,891,32,Hastings,NE,0.0046,0.2339,1,1
8492,CHI Health School of Radiologic Technology,,,,,,,,29,11,Omaha,NE,,,,
2551,University of Nebraska at Kearney,0.6287,0.8949,495,410,25808,16242,,4088,32,Kearney,NE,0.0057,0.182,1,1
6404,Nebraska Methodist College of Nursing & Allied Health,0.515,0.7341,,,32835,,21863,781,11,Omaha,NE,,,,
6895,University of Nebraska Medical Center,,,,,,,,938,11,Omaha,NE,,,,
2555,Nebraska Wesleyan University,,0.7982,490,530,53569,,18327,1453,11,Lincoln,NE,0.0059,0.1121,1,1
2565,University of Nebraska-Lincoln,0.7406,0.8749,560,538,26697,17747,,19178,11,Lincoln,NE,0.0094,0.2237,1,1
2559,Peru State College,,,,,22240,11632,,1092,43,Peru,NE,0.0042,0.3347,1,2
2540,College of Saint Mary,0.5872,0.4465,,,35971,,16590,445,11,Omaha,NE,,0.0333,1,1
2566,Wayne State College,0.4146,,,,22565,15360,,3010,32,Wayne,NE,0.003,0.203,1,1
2567,York University,,0.5188,450,430,34268,,20951,428,33,York,NE,0.011,0.3846,1,1
2572,Colby-Sawyer College,0.672,0.8008,,,38527,,27431,771,43,New London,NH,,0.1,,1
2579,New England College,,0.9213,,,59350,,26972,1022,42,Henniker,NH,,0.1727,,2
2580,Southern New Hampshire University,0.708,0.9951,,,40918,,36708,163164,22,Manchester,NH,0.0084,0.3446,1,2
2591,Plymouth State University,,0.8754,,,29644,19216,,3153,33,Plymouth,NH,0.0028,0.2691,1,1
2586,Rivier University,0.159,0.8259,545,510,53499,,28082,1231,13,shua,NH,,0.0993,,1
2587,Saint Anselm College,0.7598,0.7805,570,540,67213,,34779,2087,22,Manchester,NH,0.0124,0.2635,1,1
2589,University of New Hampshire College of Professiol Studies Online,,,,,15451,10864,,1157,12,Manchester,NH,,0.2191,,2
30431,Thomas More College of Liberal Arts,,,,,42082,,18489,97,22,Merrimack,NH,,,,
7502,Berkeley College-Woodland Park,,,,,44691,,27100,1778,21,Woodland Park,NJ,,0.2376,,1
7947,Beth Medrash Govoha,,,,,,,,4027,13,Lakewood,NJ,,,,
2617,Bloomfield College of Montclair State University,0.6,0.6974,,,42035,28014,,781,21,Bloomfield,NJ,0.0478,0.2132,1,1
2603,Drew University,,0.6783,570,533,65301,,24280,1533,21,Madison,NJ,0.0161,0.1909,1,1
2607,Fairleigh Dickinson University-Metropolitan Campus,0.5214,0.9071,,,50305,,15404,2627,21,Teaneck,NJ,0.0017,0.1613,1,1
2610,Felician University,0.2484,,,,50316,,40045,1774,21,Lodi,NJ,0.0024,0.1223,1,1
2607,Fairleigh Dickinson University-Florham Campus,0.6332,0.9519,,,54204,,22829,1990,21,Madison,NJ,0.0115,0.2286,1,1
2613,New Jersey City University,,0.9838,,,28255,16053,,3681,11,Jersey City,NJ,0.0124,0.216,1,1
2622,Kean University,,0.759,460,470,26949,12447,,11433,21,Union,NJ,0.0116,0.2195,1,1
2617,Montclair State University,,0.8789,480,430,28305,15566,,18376,21,Montclair,NJ,0.0066,0.2089,1,1
8609,Rabbinical College of America,,0.9515,,,27300,,15628,181,21,Morristown,NJ,,,,
9344,Ramapo College of New Jersey,0.5757,0.7064,580,550,29483,18173,,4898,21,Mahwah,NJ,0.0071,0.2555,1,1
2632,Seton Hall University,,0.7326,620,600,68263,,31446,6036,21,South Orange,NJ,0.0126,0.2263,1,1
2639,Stevens Institute of Technology,,0.4758,670,710,79790,,41346,4222,21,Hoboken,NJ,0.0896,0.124,1,1
11989,Talmudical Academy-New Jersey,0.4787,0.4348,,,25100,,6164,72,21,Adelphia,NJ,,,,
21922,Thomas Edison State University,0.7138,,,,,,,6707,13,Trenton,NJ,0.0054,0.1501,2,2
2625,William Paterson University of New Jersey,0.896,0.9008,,,28476,18745,,6614,21,Wayne,NJ,0.0048,0.1804,1,1
