OPEID6,INSTNM,CIPCODE,CIPDESC,EARN_MDN_HI_1YR,EARN_MDN_HI_2YR,DEBT_ALL_STGP_EVAL_MDN
1002,Alabama A & M University,2701,Mathematics.,,,
1002,Alabama A & M University,5202,"Business Administration, Management and Operations.",38753,39153,30000
1002,Alabama A & M University,5202,"Business Administration, Management and Operations.",33781,43798,43588
1002,Alabama A & M University,5203,Accounting and Related Services.,41929,35416,27875
1002,Alabama A & M University,5207,Entrepreneurial and Small Business Operations.,,,
1002,Alabama A & M University,5208,Finance and Financial Management Services.,,37568,
1002,Alabama A & M University,5214,Marketing.,,,26500
1052,University of Alabama at Birmingham,2701,Mathematics.,39459,38829,23571
1052,University of Alabama at Birmingham,2701,Mathematics.,,,
1052,University of Alabama at Birmingham,2703,Applied Mathematics.,,,
1052,University of Alabama at Birmingham,2705,Statistics.,,,
1052,University of Alabama at Birmingham,5202,"Business Administration, Management and Operations.",,,
1052,University of Alabama at Birmingham,5202,"Business Administration, Management and Operations.",45512,44021,24000
1052,University of Alabama at Birmingham,5202,"Business Administration, Management and Operations.",45512,70176,34459
1052,University of Alabama at Birmingham,5202,"Business Administration, Management and Operations.",,,
1052,University of Alabama at Birmingham,5203,Accounting and Related Services.,,,
1052,University of Alabama at Birmingham,5203,Accounting and Related Services.,48623,45696,27000
1052,University of Alabama at Birmingham,5203,Accounting and Related Services.,55835,60920,29751
1052,University of Alabama at Birmingham,5206,Business/Managerial Economics.,,,
1052,University of Alabama at Birmingham,5207,Entrepreneurial and Small Business Operations.,,,
1052,University of Alabama at Birmingham,5207,Entrepreneurial and Small Business Operations.,,,
1052,University of Alabama at Birmingham,5208,Finance and Financial Management Services.,44954,45529,19000
1052,University of Alabama at Birmingham,5210,Human Resources Management and Services.,,,22375
1052,University of Alabama at Birmingham,5212,Management Information Systems and Services.,,,
1052,University of Alabama at Birmingham,5212,Management Information Systems and Services.,52299,52107,26000
1052,University of Alabama at Birmingham,5212,Management Information Systems and Services.,78497,84653,40861
1052,University of Alabama at Birmingham,5212,Management Information Systems and Services.,,,
1052,University of Alabama at Birmingham,5214,Marketing.,,,
1052,University of Alabama at Birmingham,5214,Marketing.,36117,38829,22072
1052,University of Alabama at Birmingham,5214,Marketing.,,,
1052,University of Alabama at Birmingham,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
1052,University of Alabama at Birmingham,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
25034,Amridge University,5202,"Business Administration, Management and Operations.",,,
25034,Amridge University,5202,"Business Administration, Management and Operations.",,,
25034,Amridge University,5202,"Business Administration, Management and Operations.",,,59817
25034,Amridge University,5202,"Business Administration, Management and Operations.",,,
25034,Amridge University,5205,Business/Corporate Communications.,,,
25034,Amridge University,5210,Human Resources Management and Services.,,,
25034,Amridge University,5210,Human Resources Management and Services.,,,
25034,Amridge University,5210,Human Resources Management and Services.,,,
25034,Amridge University,5212,Management Information Systems and Services.,,,
25034,Amridge University,5212,Management Information Systems and Services.,,,
1055,University of Alabama in Huntsville,2701,Mathematics.,54127,,
1055,University of Alabama in Huntsville,2701,Mathematics.,,,
1055,University of Alabama in Huntsville,2703,Applied Mathematics.,,,
1055,University of Alabama in Huntsville,5201,"Business/Commerce, General.",,,
1055,University of Alabama in Huntsville,5202,"Business Administration, Management and Operations.",36684,43993,18500
1055,University of Alabama in Huntsville,5202,"Business Administration, Management and Operations.",,,
1055,University of Alabama in Huntsville,5202,"Business Administration, Management and Operations.",67974,,17000
1055,University of Alabama in Huntsville,5202,"Business Administration, Management and Operations.",,,
1055,University of Alabama in Huntsville,5203,Accounting and Related Services.,40282,38289,21034
1055,University of Alabama in Huntsville,5203,Accounting and Related Services.,,55964,
1055,University of Alabama in Huntsville,5203,Accounting and Related Services.,,,
1055,University of Alabama in Huntsville,5206,Business/Managerial Economics.,,,
1055,University of Alabama in Huntsville,5208,Finance and Financial Management Services.,44794,41565,
1055,University of Alabama in Huntsville,5210,Human Resources Management and Services.,,,
1055,University of Alabama in Huntsville,5210,Human Resources Management and Services.,,,
1055,University of Alabama in Huntsville,5212,Management Information Systems and Services.,51668,48823,20088
1055,University of Alabama in Huntsville,5212,Management Information Systems and Services.,,,
1055,University of Alabama in Huntsville,5212,Management Information Systems and Services.,,,
1055,University of Alabama in Huntsville,5212,Management Information Systems and Services.,,,
1055,University of Alabama in Huntsville,5213,Management Sciences and Quantitative Methods.,,,
1055,University of Alabama in Huntsville,5213,Management Sciences and Quantitative Methods.,72188,,
1055,University of Alabama in Huntsville,5213,Management Sciences and Quantitative Methods.,,,
1055,University of Alabama in Huntsville,5214,Marketing.,36681,31839,15250
1005,Alabama State University,2701,Mathematics.,,,
1005,Alabama State University,2701,Mathematics.,,,
1005,Alabama State University,5202,"Business Administration, Management and Operations.",34683,39369,31187
1005,Alabama State University,5203,Accounting and Related Services.,35858,,30000
1005,Alabama State University,5203,Accounting and Related Services.,,,19383
1005,Alabama State University,5208,Finance and Financial Management Services.,,,
1005,Alabama State University,5214,Marketing.,,25967,
1051,The University of Alabama,2701,Mathematics.,46634,42188,20000
1051,The University of Alabama,2701,Mathematics.,,,
1051,The University of Alabama,2701,Mathematics.,,,
1051,The University of Alabama,2703,Applied Mathematics.,,,
1051,The University of Alabama,2705,Statistics.,,,
1051,The University of Alabama,2705,Statistics.,,,
1051,The University of Alabama,2706,Applied Statistics.,,,
1051,The University of Alabama,2706,Applied Statistics.,,,
1051,The University of Alabama,5201,"Business/Commerce, General.",,,
1051,The University of Alabama,5202,"Business Administration, Management and Operations.",42470,43561,23250
1051,The University of Alabama,5202,"Business Administration, Management and Operations.",78913,80004,33500
1051,The University of Alabama,5202,"Business Administration, Management and Operations.",,,
1051,The University of Alabama,5203,Accounting and Related Services.,52220,53537,22190
1051,The University of Alabama,5203,Accounting and Related Services.,57197,62707,
1051,The University of Alabama,5203,Accounting and Related Services.,,,
1051,The University of Alabama,5206,Business/Managerial Economics.,44909,52733,21500
1051,The University of Alabama,5206,Business/Managerial Economics.,,74017,
1051,The University of Alabama,5206,Business/Managerial Economics.,,,
1051,The University of Alabama,5208,Finance and Financial Management Services.,48795,52643,23250
1051,The University of Alabama,5208,Finance and Financial Management Services.,,,
1051,The University of Alabama,5208,Finance and Financial Management Services.,,,
1051,The University of Alabama,5209,Hospitality Administration/Management.,33886,31236,22662
1051,The University of Alabama,5209,Hospitality Administration/Management.,,,
1051,The University of Alabama,5212,Management Information Systems and Services.,66858,71015,21375
1051,The University of Alabama,5212,Management Information Systems and Services.,,,
1051,The University of Alabama,5213,Management Sciences and Quantitative Methods.,52711,56351,23250
1051,The University of Alabama,5213,Management Sciences and Quantitative Methods.,84175,84653,
1051,The University of Alabama,5213,Management Sciences and Quantitative Methods.,,,
1051,The University of Alabama,5214,Marketing.,45924,47801,21500
1051,The University of Alabama,5214,Marketing.,53740,46673,20500
1051,The University of Alabama,5214,Marketing.,,,
1051,The University of Alabama,5216,Taxation.,,,
1007,Central Alabama Community College,5202,"Business Administration, Management and Operations.",,,
1007,Central Alabama Community College,5202,"Business Administration, Management and Operations.",,,
1007,Central Alabama Community College,5204,Business Operations Support and Assistant Services.,,,
1007,Central Alabama Community College,5204,Business Operations Support and Assistant Services.,,,
1008,Athens State University,2701,Mathematics.,40907,40281,
1008,Athens State University,5202,"Business Administration, Management and Operations.",,,
1008,Athens State University,5202,"Business Administration, Management and Operations.",45102,41406,20834
1008,Athens State University,5202,"Business Administration, Management and Operations.",,,37866
1008,Athens State University,5202,"Business Administration, Management and Operations.",,,
1008,Athens State University,5203,Accounting and Related Services.,,,
1008,Athens State University,5203,Accounting and Related Services.,39224,41087,22073
1008,Athens State University,5203,Accounting and Related Services.,,,
1008,Athens State University,5203,Accounting and Related Services.,,,
1008,Athens State University,5210,Human Resources Management and Services.,,,
1008,Athens State University,5210,Human Resources Management and Services.,40295,37208,22940
1008,Athens State University,5210,Human Resources Management and Services.,,,
1008,Athens State University,5212,Management Information Systems and Services.,,,
1008,Athens State University,5212,Management Information Systems and Services.,,,
1008,Athens State University,5213,Management Sciences and Quantitative Methods.,,,
1008,Athens State University,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
1008,Athens State University,5299,"Business, Management, Marketing, and Related Support Services, Other.",47403,41193,20320
8310,Auburn University at Montgomery,2701,Mathematics.,,,
8310,Auburn University at Montgomery,5201,"Business/Commerce, General.",,41937,
8310,Auburn University at Montgomery,5201,"Business/Commerce, General.",54992,56641,
8310,Auburn University at Montgomery,5202,"Business Administration, Management and Operations.",40978,36134,
8310,Auburn University at Montgomery,5203,Accounting and Related Services.,38814,37208,24000
8310,Auburn University at Montgomery,5203,Accounting and Related Services.,53668,,
8310,Auburn University at Montgomery,5206,Business/Managerial Economics.,,,
8310,Auburn University at Montgomery,5207,Entrepreneurial and Small Business Operations.,,,
8310,Auburn University at Montgomery,5208,Finance and Financial Management Services.,,41193,
8310,Auburn University at Montgomery,5210,Human Resources Management and Services.,37199,31670,31000
8310,Auburn University at Montgomery,5211,International Business.,,,
8310,Auburn University at Montgomery,5214,Marketing.,32587,30409,
1009,Auburn University,2701,Mathematics.,,38829,
1009,Auburn University,2701,Mathematics.,,,
1009,Auburn University,2701,Mathematics.,,,
1009,Auburn University,2703,Applied Mathematics.,,52107,19000
1009,Auburn University,2703,Applied Mathematics.,,,
1009,Auburn University,2705,Statistics.,,,
1009,Auburn University,5202,"Business Administration, Management and Operations.",52995,48432,20750
1009,Auburn University,5202,"Business Administration, Management and Operations.",106330,114892,41000
1009,Auburn University,5202,"Business Administration, Management and Operations.",,,
1009,Auburn University,5202,"Business Administration, Management and Operations.",,,
1009,Auburn University,5203,Accounting and Related Services.,,,
1009,Auburn University,5203,Accounting and Related Services.,54118,53358,21250
1009,Auburn University,5203,Accounting and Related Services.,59564,60854,21937
1009,Auburn University,5203,Accounting and Related Services.,,,
1009,Auburn University,5206,Business/Managerial Economics.,,,
1009,Auburn University,5206,Business/Managerial Economics.,,,
1009,Auburn University,5206,Business/Managerial Economics.,,,
1009,Auburn University,5208,Finance and Financial Management Services.,46598,43732,19500
1009,Auburn University,5209,Hospitality Administration/Management.,42369,42682,24500
1009,Auburn University,5209,Hospitality Administration/Management.,,,
1009,Auburn University,5209,Hospitality Administration/Management.,,,
1009,Auburn University,5210,Human Resources Management and Services.,40252,38649,
1009,Auburn University,5211,International Business.,,50439,
1009,Auburn University,5212,Management Information Systems and Services.,,,
1009,Auburn University,5212,Management Information Systems and Services.,74460,64791,
1009,Auburn University,5212,Management Information Systems and Services.,,,
1009,Auburn University,5213,Management Sciences and Quantitative Methods.,54362,,23250
1009,Auburn University,5213,Management Sciences and Quantitative Methods.,,,
1009,Auburn University,5213,Management Sciences and Quantitative Methods.,,,
1009,Auburn University,5214,Marketing.,44504,43575,19500
1012,Birmingham-Southern College,2701,Mathematics.,,,
1012,Birmingham-Southern College,2703,Applied Mathematics.,,,
1012,Birmingham-Southern College,5202,"Business Administration, Management and Operations.",39374,33993,26000
1012,Birmingham-Southern College,5203,Accounting and Related Services.,,,18625
12182,Chattahoochee Valley Community College,5202,"Business Administration, Management and Operations.",,,
12182,Chattahoochee Valley Community College,5202,"Business Administration, Management and Operations.",,,
12182,Chattahoochee Valley Community College,5203,Accounting and Related Services.,,,
12182,Chattahoochee Valley Community College,5203,Accounting and Related Services.,,,
12182,Chattahoochee Valley Community College,5204,Business Operations Support and Assistant Services.,,,
12182,Chattahoochee Valley Community College,5204,Business Operations Support and Assistant Services.,,,
13039,South University-Montgomery,5202,"Business Administration, Management and Operations.",37748,39986,46000
13039,South University-Montgomery,5202,"Business Administration, Management and Operations.",46002,42799,46193
13039,South University-Montgomery,5203,Accounting and Related Services.,,,
1015,Enterprise State Community College,5202,"Business Administration, Management and Operations.",,,
1015,Enterprise State Community College,5202,"Business Administration, Management and Operations.",,,
1015,Enterprise State Community College,5204,Business Operations Support and Assistant Services.,,,
1015,Enterprise State Community College,5204,Business Operations Support and Assistant Services.,,,
1060,Coastal Alabama Community College,5202,"Business Administration, Management and Operations.",,,
1060,Coastal Alabama Community College,5202,"Business Administration, Management and Operations.",,29685,
1060,Coastal Alabama Community College,5204,Business Operations Support and Assistant Services.,,,
1060,Coastal Alabama Community College,5204,Business Operations Support and Assistant Services.,21772,18429,
1060,Coastal Alabama Community College,5209,Hospitality Administration/Management.,,,
1060,Coastal Alabama Community College,5209,Hospitality Administration/Management.,,22578,
1003,Faulkner University,2701,Mathematics.,,,
1003,Faulkner University,5201,"Business/Commerce, General.",46429,,18750
1003,Faulkner University,5202,"Business Administration, Management and Operations.",39646,40821,26750
1003,Faulkner University,5202,"Business Administration, Management and Operations.",52636,50856,24125
1003,Faulkner University,5203,Accounting and Related Services.,,,
1003,Faulkner University,5210,Human Resources Management and Services.,35921,38289,25000
1003,Faulkner University,5212,Management Information Systems and Services.,,,
1003,Faulkner University,5213,Management Sciences and Quantitative Methods.,,,
1003,Faulkner University,5213,Management Sciences and Quantitative Methods.,37360,41992,25500
1017,Gadsden State Community College,5203,Accounting and Related Services.,,,
1017,Gadsden State Community College,5203,Accounting and Related Services.,,,
1017,Gadsden State Community College,5204,Business Operations Support and Assistant Services.,,,
1017,Gadsden State Community College,5204,Business Operations Support and Assistant Services.,22491,19891,
1017,Gadsden State Community College,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
1018,George C Wallace Community College-Dothan,5204,Business Operations Support and Assistant Services.,,,
1018,George C Wallace Community College-Dothan,5204,Business Operations Support and Assistant Services.,19424,22192,
7871,George C Wallace State Community College-Hanceville,5201,"Business/Commerce, General.",,,
7871,George C Wallace State Community College-Hanceville,5201,"Business/Commerce, General.",,,
7871,George C Wallace State Community College-Hanceville,5202,"Business Administration, Management and Operations.",,,
7871,George C Wallace State Community College-Hanceville,5202,"Business Administration, Management and Operations.",,,
7871,George C Wallace State Community College-Hanceville,5204,Business Operations Support and Assistant Services.,,,
7871,George C Wallace State Community College-Hanceville,5204,Business Operations Support and Assistant Services.,,,
5699,George C Wallace State Community College-Selma,5202,"Business Administration, Management and Operations.",,,
5699,George C Wallace State Community College-Selma,5204,Business Operations Support and Assistant Services.,,,
5699,George C Wallace State Community College-Selma,5204,Business Operations Support and Assistant Services.,,20140,
9621,Herzing University-Birmingham,5202,"Business Administration, Management and Operations.",26467,32569,29440
9621,Herzing University-Birmingham,5202,"Business Administration, Management and Operations.",46040,50047,33791
9621,Herzing University-Birmingham,5202,"Business Administration, Management and Operations.",51303,44389,41000
9621,Herzing University-Birmingham,5202,"Business Administration, Management and Operations.",,,
9621,Herzing University-Birmingham,5203,Accounting and Related Services.,,25525,13304
9621,Herzing University-Birmingham,5203,Accounting and Related Services.,,28598,
9621,Herzing University-Birmingham,5203,Accounting and Related Services.,39469,41937,
9621,Herzing University-Birmingham,5204,Business Operations Support and Assistant Services.,,,
9621,Herzing University-Birmingham,5204,Business Operations Support and Assistant Services.,,,
1019,Huntingdon College,2701,Mathematics.,,,
1019,Huntingdon College,2703,Applied Mathematics.,,,
1019,Huntingdon College,5201,"Business/Commerce, General.",,43798,27000
1019,Huntingdon College,5202,"Business Administration, Management and Operations.",35665,41937,27250
1019,Huntingdon College,5203,Accounting and Related Services.,,,
5260,J. F. Drake State Community and Technical College,5202,"Business Administration, Management and Operations.",,,
5260,J. F. Drake State Community and Technical College,5202,"Business Administration, Management and Operations.",,,
30025,J F Ingram State Technical College,5202,"Business Administration, Management and Operations.",,,
30025,J F Ingram State Technical College,5204,Business Operations Support and Assistant Services.,,,
30025,J F Ingram State Technical College,5204,Business Operations Support and Assistant Services.,,,
1020,Jacksonville State University,2701,Mathematics.,36936,30771,
1020,Jacksonville State University,2701,Mathematics.,,,
1020,Jacksonville State University,5201,"Business/Commerce, General.",64985,63997,
1020,Jacksonville State University,5202,"Business Administration, Management and Operations.",35379,38018,25000
1020,Jacksonville State University,5202,"Business Administration, Management and Operations.",,,
1020,Jacksonville State University,5203,Accounting and Related Services.,40177,37363,20175
1020,Jacksonville State University,5206,Business/Managerial Economics.,,,
1020,Jacksonville State University,5208,Finance and Financial Management Services.,38501,35060,15000
1020,Jacksonville State University,5214,Marketing.,32611,30771,18301
1022,Jefferson State Community College,5202,"Business Administration, Management and Operations.",,,
1022,Jefferson State Community College,5202,"Business Administration, Management and Operations.",,30771,
1022,Jefferson State Community College,5203,Accounting and Related Services.,,,
1022,Jefferson State Community College,5203,Accounting and Related Services.,,,
1022,Jefferson State Community College,5204,Business Operations Support and Assistant Services.,,,
1022,Jefferson State Community College,5204,Business Operations Support and Assistant Services.,30761,25658,
1022,Jefferson State Community College,5209,Hospitality Administration/Management.,,,
1022,Jefferson State Community College,5209,Hospitality Administration/Management.,,25525,
1013,John C Calhoun State Community College,5202,"Business Administration, Management and Operations.",,,
1013,John C Calhoun State Community College,5202,"Business Administration, Management and Operations.",,33993,
1059,Lawson State Community College,5201,"Business/Commerce, General.",,,
1059,Lawson State Community College,5202,"Business Administration, Management and Operations.",,,
1059,Lawson State Community College,5203,Accounting and Related Services.,,,
1059,Lawson State Community College,5203,Accounting and Related Services.,,,
1059,Lawson State Community College,5204,Business Operations Support and Assistant Services.,,,
1059,Lawson State Community College,5204,Business Operations Support and Assistant Services.,,,
1059,Lawson State Community College,5209,Hospitality Administration/Management.,,,
1059,Lawson State Community College,5209,Hospitality Administration/Management.,,,
1024,University of West Alabama,2701,Mathematics.,,,
1024,University of West Alabama,5202,"Business Administration, Management and Operations.",,34847,30875
1024,University of West Alabama,5202,"Business Administration, Management and Operations.",,,27332
1024,University of West Alabama,5202,"Business Administration, Management and Operations.",,,
1024,University of West Alabama,5203,Accounting and Related Services.,,,
1024,University of West Alabama,5208,Finance and Financial Management Services.,,,
1024,University of West Alabama,5212,Management Information Systems and Services.,,,
1024,University of West Alabama,5214,Marketing.,,,
8988,Lurleen B Wallace Community College,5204,Business Operations Support and Assistant Services.,,,
8988,Lurleen B Wallace Community College,5204,Business Operations Support and Assistant Services.,,18315,
1028,Miles College,2701,Mathematics.,,,
1028,Miles College,5201,"Business/Commerce, General.",,20140,
1028,Miles College,5202,"Business Administration, Management and Operations.",,29141,
1028,Miles College,5203,Accounting and Related Services.,,,
1028,Miles College,5212,Management Information Systems and Services.,,,
1028,Miles College,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
1029,University of Mobile,2701,Mathematics.,,,
1029,University of Mobile,5202,"Business Administration, Management and Operations.",,,
1029,University of Mobile,5202,"Business Administration, Management and Operations.",30645,38289,35248
1029,University of Mobile,5202,"Business Administration, Management and Operations.",,,
1029,University of Mobile,5202,"Business Administration, Management and Operations.",,,
1029,University of Mobile,5203,Accounting and Related Services.,,,
1029,University of Mobile,5210,Human Resources Management and Services.,,,
1029,University of Mobile,5214,Marketing.,,,
1004,University of Montevallo,2701,Mathematics.,,,
1004,University of Montevallo,5202,"Business Administration, Management and Operations.",,32391,
1004,University of Montevallo,5202,"Business Administration, Management and Operations.",41286,,
1004,University of Montevallo,5203,Accounting and Related Services.,,44933,
1004,University of Montevallo,5208,Finance and Financial Management Services.,,44384,
1004,University of Montevallo,5213,Management Sciences and Quantitative Methods.,,,
1004,University of Montevallo,5214,Marketing.,31207,37208,
5697,Northwest Shoals Community College,5203,Accounting and Related Services.,,,
5697,Northwest Shoals Community College,5204,Business Operations Support and Assistant Services.,,,
5697,Northwest Shoals Community College,5204,Business Operations Support and Assistant Services.,,,
1016,University of North Alabama,2701,Mathematics.,,38289,
1016,University of North Alabama,2701,Mathematics.,,,
1016,University of North Alabama,5202,"Business Administration, Management and Operations.",37711,32284,21250
1016,University of North Alabama,5202,"Business Administration, Management and Operations.",66733,66461,27500
1016,University of North Alabama,5202,"Business Administration, Management and Operations.",,,
1016,University of North Alabama,5202,"Business Administration, Management and Operations.",,,
1016,University of North Alabama,5203,Accounting and Related Services.,41641,39369,21375
1016,University of North Alabama,5203,Accounting and Related Services.,,,
1016,University of North Alabama,5206,Business/Managerial Economics.,,,
1016,University of North Alabama,5206,Business/Managerial Economics.,,,
1016,University of North Alabama,5208,Finance and Financial Management Services.,33699,36141,18500
1016,University of North Alabama,5209,Hospitality Administration/Management.,,,
1016,University of North Alabama,5209,Hospitality Administration/Management.,,,
1016,University of North Alabama,5209,Hospitality Administration/Management.,,,
1016,University of North Alabama,5211,International Business.,,,
1016,University of North Alabama,5212,Management Information Systems and Services.,52373,38289,25000
1016,University of North Alabama,5213,Management Sciences and Quantitative Methods.,,,
1016,University of North Alabama,5214,Marketing.,39312,35701,21000
1016,University of North Alabama,5214,Marketing.,,,
1016,University of North Alabama,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
1031,Northeast Alabama Community College,5202,"Business Administration, Management and Operations.",,,
1031,Northeast Alabama Community College,5202,"Business Administration, Management and Operations.",,,
1031,Northeast Alabama Community College,5204,Business Operations Support and Assistant Services.,,,
1031,Northeast Alabama Community College,5204,Business Operations Support and Assistant Services.,22509,18309,
1033,Oakwood University,2701,Mathematics.,,,
1033,Oakwood University,2703,Applied Mathematics.,,,
1033,Oakwood University,5202,"Business Administration, Management and Operations.",,,
1033,Oakwood University,5202,"Business Administration, Management and Operations.",,,
1033,Oakwood University,5202,"Business Administration, Management and Operations.",,,
1033,Oakwood University,5203,Accounting and Related Services.,,,
1033,Oakwood University,5208,Finance and Financial Management Services.,,,
1033,Oakwood University,5210,Human Resources Management and Services.,,,27876
1033,Oakwood University,5212,Management Information Systems and Services.,,,
1033,Oakwood University,5214,Marketing.,,,
5692,Reid State Technical College,5204,Business Operations Support and Assistant Services.,,,
1030,Bishop State Community College,5201,"Business/Commerce, General.",,,
1030,Bishop State Community College,5202,"Business Administration, Management and Operations.",,,
1030,Bishop State Community College,5203,Accounting and Related Services.,,,
1030,Bishop State Community College,5203,Accounting and Related Services.,,,
1030,Bishop State Community College,5204,Business Operations Support and Assistant Services.,,,
1030,Bishop State Community College,5204,Business Operations Support and Assistant Services.,,,
1036,Samford University,2701,Mathematics.,,,
1036,Samford University,5201,"Business/Commerce, General.",,,
1036,Samford University,5202,"Business Administration, Management and Operations.",44263,41937,22800
1036,Samford University,5202,"Business Administration, Management and Operations.",75518,52107,
1036,Samford University,5203,Accounting and Related Services.,,,
1036,Samford University,5203,Accounting and Related Services.,56217,59124,
1036,Samford University,5206,Business/Managerial Economics.,,,
1036,Samford University,5207,Entrepreneurial and Small Business Operations.,,,
1036,Samford University,5208,Finance and Financial Management Services.,40304,52941,19000
1036,Samford University,5214,Marketing.,39073,37748,18000
40673,Selma University,5202,"Business Administration, Management and Operations.",,,
5691,Shelton State Community College,5201,"Business/Commerce, General.",,,
5691,Shelton State Community College,5201,"Business/Commerce, General.",23231,17717,
5691,Shelton State Community College,5202,"Business Administration, Management and Operations.",,,
5691,Shelton State Community College,5202,"Business Administration, Management and Operations.",,,
5691,Shelton State Community College,5204,Business Operations Support and Assistant Services.,,,
5691,Shelton State Community College,5204,Business Operations Support and Assistant Services.,23018,24267,
1038,Snead State Community College,5202,"Business Administration, Management and Operations.",,,
1038,Snead State Community College,5202,"Business Administration, Management and Operations.",,,
1038,Snead State Community College,5203,Accounting and Related Services.,,,
1038,Snead State Community College,5204,Business Operations Support and Assistant Services.,,,
1038,Snead State Community College,5204,Business Operations Support and Assistant Services.,,19592,
1057,University of South Alabama,2701,Mathematics.,,,
1057,University of South Alabama,2705,Statistics.,35456,,22532
1057,University of South Alabama,5201,"Business/Commerce, General.",40841,32925,29363
1057,University of South Alabama,5202,"Business Administration, Management and Operations.",31217,35213,23500
1057,University of South Alabama,5202,"Business Administration, Management and Operations.",,60839,
1057,University of South Alabama,5202,"Business Administration, Management and Operations.",,,
1057,University of South Alabama,5203,Accounting and Related Services.,40197,36232,26036
1057,University of South Alabama,5203,Accounting and Related Services.,,64990,
1057,University of South Alabama,5208,Finance and Financial Management Services.,32755,38018,27000
1057,University of South Alabama,5209,Hospitality Administration/Management.,28826,,18125
1057,University of South Alabama,5211,International Business.,,,
1057,University of South Alabama,5214,Marketing.,34535,35179,24974
1041,Spring Hill College,2701,Mathematics.,,,
1041,Spring Hill College,5202,"Business Administration, Management and Operations.",,,
1041,Spring Hill College,5202,"Business Administration, Management and Operations.",,,
1041,Spring Hill College,5202,"Business Administration, Management and Operations.",,,
1041,Spring Hill College,5202,"Business Administration, Management and Operations.",,,
1041,Spring Hill College,5207,Entrepreneurial and Small Business Operations.,,,
1041,Spring Hill College,5207,Entrepreneurial and Small Business Operations.,,,
1041,Spring Hill College,5212,Management Information Systems and Services.,,,
1041,Spring Hill College,5214,Marketing.,,,
1044,Stillman College,2701,Mathematics.,,,
1044,Stillman College,5201,"Business/Commerce, General.",,,
1044,Stillman College,5202,"Business Administration, Management and Operations.",36884,,
1046,Talladega College,2701,Mathematics.,,,
1046,Talladega College,5202,"Business Administration, Management and Operations.",,24863,26395
1046,Talladega College,5202,"Business Administration, Management and Operations.",,,
1046,Talladega College,5203,Accounting and Related Services.,,,
5734,H Councill Trenholm State Community College,5202,"Business Administration, Management and Operations.",,,
5734,H Councill Trenholm State Community College,5202,"Business Administration, Management and Operations.",,,
5734,H Councill Trenholm State Community College,5203,Accounting and Related Services.,,,
5734,H Councill Trenholm State Community College,5203,Accounting and Related Services.,,,
5734,H Councill Trenholm State Community College,5204,Business Operations Support and Assistant Services.,,,
1047,Troy University,2701,Mathematics.,,33993,17500
1047,Troy University,5201,"Business/Commerce, General.",40805,40129,25000
1047,Troy University,5202,"Business Administration, Management and Operations.",41526,43674,25000
1047,Troy University,5202,"Business Administration, Management and Operations.",59468,58549,35797
1047,Troy University,5203,Accounting and Related Services.,39734,37054,25000
1047,Troy University,5203,Accounting and Related Services.,57612,53775,20500
1047,Troy University,5206,Business/Managerial Economics.,,,
1047,Troy University,5206,Business/Managerial Economics.,,,
1047,Troy University,5208,Finance and Financial Management Services.,,,
1047,Troy University,5209,Hospitality Administration/Management.,,,
1047,Troy University,5210,Human Resources Management and Services.,45397,46321,36771
1047,Troy University,5211,International Business.,,,
1047,Troy University,5212,Management Information Systems and Services.,,,
1047,Troy University,5213,Management Sciences and Quantitative Methods.,,,
1047,Troy University,5214,Marketing.,,31133,
1047,Troy University,5299,"Business, Management, Marketing, and Related Support Services, Other.",60342,,
1050,Tuskegee University,2701,Mathematics.,,,
1050,Tuskegee University,5202,"Business Administration, Management and Operations.",47755,52107,28000
1050,Tuskegee University,5203,Accounting and Related Services.,,43314,
1050,Tuskegee University,5208,Finance and Financial Management Services.,,57318,
1050,Tuskegee University,5209,Hospitality Administration/Management.,,38313,
1050,Tuskegee University,5218,"General Sales, Merchandising and Related Marketing Operations.",54728,46790,27000
5733,Bevill State Community College,5202,"Business Administration, Management and Operations.",,,
5733,Bevill State Community College,5202,"Business Administration, Management and Operations.",,,
5733,Bevill State Community College,5204,Business Operations Support and Assistant Services.,,,
5733,Bevill State Community College,5204,Business Operations Support and Assistant Services.,24744,19683,
11462,University of Alaska Anchorage,2701,Mathematics.,,,
11462,University of Alaska Anchorage,5202,"Business Administration, Management and Operations.",,,
11462,University of Alaska Anchorage,5202,"Business Administration, Management and Operations.",,,
11462,University of Alaska Anchorage,5202,"Business Administration, Management and Operations.",47951,47260,22457
11462,University of Alaska Anchorage,5202,"Business Administration, Management and Operations.",,,
11462,University of Alaska Anchorage,5202,"Business Administration, Management and Operations.",,,
11462,University of Alaska Anchorage,5203,Accounting and Related Services.,,,
11462,University of Alaska Anchorage,5203,Accounting and Related Services.,34336,33281,
11462,University of Alaska Anchorage,5203,Accounting and Related Services.,54366,55840,16800
11462,University of Alaska Anchorage,5204,Business Operations Support and Assistant Services.,,,
11462,University of Alaska Anchorage,5207,Entrepreneurial and Small Business Operations.,,,
11462,University of Alaska Anchorage,5208,Finance and Financial Management Services.,46628,47260,
