OPEID6,INSTNM,CIPCODE,CIPDESC,EARN_MDN_HI_1YR,EARN_MDN_HI_2YR,DEBT_ALL_STGP_EVAL_MDN
3219,Southern Oregon University,2703,Applied Mathematics.,,,
3219,Southern Oregon University,5201,"Business/Commerce, General.",,,
3219,Southern Oregon University,5202,"Business Administration, Management and Operations.",38975,40017,25000
3219,Southern Oregon University,5202,"Business Administration, Management and Operations.",64664,44971,41000
3219,Southern Oregon University,5202,"Business Administration, Management and Operations.",,,
3219,Southern Oregon University,5203,Accounting and Related Services.,,,
3219,Southern Oregon University,5203,Accounting and Related Services.,,,
3219,Southern Oregon University,5208,Finance and Financial Management Services.,,,
3219,Southern Oregon University,5209,Hospitality Administration/Management.,,,
3219,Southern Oregon University,5210,Human Resources Management and Services.,,,
3219,Southern Oregon University,5210,Human Resources Management and Services.,,,
3219,Southern Oregon University,5211,International Business.,,,
3219,Southern Oregon University,5212,Management Information Systems and Services.,,,
3219,Southern Oregon University,5212,Management Information Systems and Services.,,,
3219,Southern Oregon University,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
3219,Southern Oregon University,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
3220,Southwestern Oregon Community College,5202,"Business Administration, Management and Operations.",,,
3220,Southwestern Oregon Community College,5202,"Business Administration, Management and Operations.",,,
3220,Southwestern Oregon Community College,5203,Accounting and Related Services.,,,
3220,Southwestern Oregon Community College,5203,Accounting and Related Services.,,,
3220,Southwestern Oregon Community College,5204,Business Operations Support and Assistant Services.,,,
3220,Southwestern Oregon Community College,5204,Business Operations Support and Assistant Services.,,,
3220,Southwestern Oregon Community College,5207,Entrepreneurial and Small Business Operations.,,,
3220,Southwestern Oregon Community College,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
3221,Treasure Valley Community College,5202,"Business Administration, Management and Operations.",,,
3221,Treasure Valley Community College,5202,"Business Administration, Management and Operations.",,,
3221,Treasure Valley Community College,5203,Accounting and Related Services.,,,
3221,Treasure Valley Community College,5204,Business Operations Support and Assistant Services.,,,
3221,Treasure Valley Community College,5204,Business Operations Support and Assistant Services.,,,
3221,Treasure Valley Community College,5212,Management Information Systems and Services.,,,
3221,Treasure Valley Community College,5212,Management Information Systems and Services.,,,
3222,Umpqua Community College,5201,"Business/Commerce, General.",,,
3222,Umpqua Community College,5202,"Business Administration, Management and Operations.",,,
3222,Umpqua Community College,5202,"Business Administration, Management and Operations.",,,
3222,Umpqua Community College,5203,Accounting and Related Services.,,,
3222,Umpqua Community College,5204,Business Operations Support and Assistant Services.,,,
3222,Umpqua Community College,5204,Business Operations Support and Assistant Services.,,,
3222,Umpqua Community College,5207,Entrepreneurial and Small Business Operations.,,,
3222,Umpqua Community College,5208,Finance and Financial Management Services.,,,
3222,Umpqua Community College,5212,Management Information Systems and Services.,,,
3222,Umpqua Community College,5212,Management Information Systems and Services.,,,
3222,Umpqua Community College,5214,Marketing.,,,
3222,Umpqua Community College,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
3225,Warner Pacific University,5202,"Business Administration, Management and Operations.",33836,44971,28646
3225,Warner Pacific University,5202,"Business Administration, Management and Operations.",52609,49683,31250
3225,Warner Pacific University,5202,"Business Administration, Management and Operations.",55884,50856,
3225,Warner Pacific University,5203,Accounting and Related Services.,,,
3225,Warner Pacific University,5203,Accounting and Related Services.,47696,50856,33301
3225,Warner Pacific University,5207,Entrepreneurial and Small Business Operations.,,,
3225,Warner Pacific University,5208,Finance and Financial Management Services.,,,
3225,Warner Pacific University,5210,Human Resources Management and Services.,,,
1339,Corban University,2701,Mathematics.,,,
1339,Corban University,5201,"Business/Commerce, General.",,,
1339,Corban University,5202,"Business Administration, Management and Operations.",,,
1339,Corban University,5202,"Business Administration, Management and Operations.",,,
1339,Corban University,5202,"Business Administration, Management and Operations.",36812,40140,20500
1339,Corban University,5202,"Business Administration, Management and Operations.",,71015,
1339,Corban University,5203,Accounting and Related Services.,,,
1339,Corban University,5213,Management Sciences and Quantitative Methods.,,,
1339,Corban University,5214,Marketing.,,,
3227,Willamette University,2701,Mathematics.,,42682,
3227,Willamette University,5202,"Business Administration, Management and Operations.",,,
3227,Willamette University,5202,"Business Administration, Management and Operations.",66562,73530,72115
3209,Western Oregon University,2701,Mathematics.,,,
3209,Western Oregon University,2701,Mathematics.,,,
3209,Western Oregon University,2701,Mathematics.,,,
3209,Western Oregon University,5201,"Business/Commerce, General.",38319,36382,20667
3209,Western Oregon University,5201,"Business/Commerce, General.",,,
3209,Western Oregon University,5201,"Business/Commerce, General.",,,
3209,Western Oregon University,5202,"Business Administration, Management and Operations.",,,
3209,Western Oregon University,5202,"Business Administration, Management and Operations.",,,
3209,Western Oregon University,5203,Accounting and Related Services.,,,
3209,Western Oregon University,5212,Management Information Systems and Services.,,,
3209,Western Oregon University,5212,Management Information Systems and Services.,,,
3209,Western Oregon University,5212,Management Information Systems and Services.,,,
3228,Bryn Athyn College of the New Church,2701,Mathematics.,,,
3228,Bryn Athyn College of the New Church,5202,"Business Administration, Management and Operations.",,,
3229,Albright College,2701,Mathematics.,,,
3229,Albright College,5201,"Business/Commerce, General.",51139,48041,25000
3229,Albright College,5202,"Business Administration, Management and Operations.",36448,43612,26000
3229,Albright College,5203,Accounting and Related Services.,53392,50439,25000
3229,Albright College,5214,Marketing.,,,
3231,Community College of Allegheny County,2701,Mathematics.,,,
3231,Community College of Allegheny County,5202,"Business Administration, Management and Operations.",,,
3231,Community College of Allegheny County,5202,"Business Administration, Management and Operations.",29098,30843,11575
3231,Community College of Allegheny County,5203,Accounting and Related Services.,,,
3231,Community College of Allegheny County,5203,Accounting and Related Services.,28874,30228,13087
3231,Community College of Allegheny County,5204,Business Operations Support and Assistant Services.,,,
3231,Community College of Allegheny County,5204,Business Operations Support and Assistant Services.,,26625,
3231,Community College of Allegheny County,5207,Entrepreneurial and Small Business Operations.,,,
3231,Community College of Allegheny County,5209,Hospitality Administration/Management.,,,
3231,Community College of Allegheny County,5209,Hospitality Administration/Management.,,,
3231,Community College of Allegheny County,5213,Management Sciences and Quantitative Methods.,,,
3231,Community College of Allegheny County,5213,Management Sciences and Quantitative Methods.,,,
3231,Community College of Allegheny County,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
3230,Allegheny College,2701,Mathematics.,35156,43314,
3230,Allegheny College,5206,Business/Managerial Economics.,,,
3986,DeSales University,2701,Mathematics.,,,
3986,DeSales University,5201,"Business/Commerce, General.",,,
3986,DeSales University,5201,"Business/Commerce, General.",,,
3986,DeSales University,5202,"Business Administration, Management and Operations.",,,
3986,DeSales University,5202,"Business Administration, Management and Operations.",49561,42682,26250
3986,DeSales University,5202,"Business Administration, Management and Operations.",77404,79284,35731
3986,DeSales University,5202,"Business Administration, Management and Operations.",,,
3986,DeSales University,5203,Accounting and Related Services.,,,
3986,DeSales University,5203,Accounting and Related Services.,47378,51392,24250
3986,DeSales University,5208,Finance and Financial Management Services.,,,
3986,DeSales University,5208,Finance and Financial Management Services.,50149,58673,25000
3986,DeSales University,5210,Human Resources Management and Services.,,,
3986,DeSales University,5210,Human Resources Management and Services.,,50231,24499
3986,DeSales University,5211,International Business.,,,
3986,DeSales University,5211,International Business.,,,
3986,DeSales University,5212,Management Information Systems and Services.,,,
3986,DeSales University,5212,Management Information Systems and Services.,,,
3986,DeSales University,5214,Marketing.,39366,47260,20500
3233,Alvernia University,2701,Mathematics.,,,
3233,Alvernia University,5201,"Business/Commerce, General.",,,
3233,Alvernia University,5202,"Business Administration, Management and Operations.",66259,42682,27000
3233,Alvernia University,5202,"Business Administration, Management and Operations.",65042,60878,37677
3233,Alvernia University,5203,Accounting and Related Services.,45308,45500,25000
3233,Alvernia University,5206,Business/Managerial Economics.,,,
3233,Alvernia University,5208,Finance and Financial Management Services.,,,
3233,Alvernia University,5210,Human Resources Management and Services.,,,
3233,Alvernia University,5210,Human Resources Management and Services.,,,
3233,Alvernia University,5214,Marketing.,,42682,
33173,American College of Financial Services,5202,"Business Administration, Management and Operations.",,,
33173,American College of Financial Services,5202,"Business Administration, Management and Operations.",,,
33173,American College of Financial Services,5208,Finance and Financial Management Services.,,,
33173,American College of Financial Services,5208,Finance and Financial Management Services.,,,
33173,American College of Financial Services,5208,Finance and Financial Management Services.,,,
33173,American College of Financial Services,5208,Finance and Financial Management Services.,,,
33173,American College of Financial Services,5217,Insurance.,,,
2670,Clarks Summit University,2701,Mathematics.,,,
2670,Clarks Summit University,5202,"Business Administration, Management and Operations.",,,
2670,Clarks Summit University,5202,"Business Administration, Management and Operations.",,,
2670,Clarks Summit University,5203,Accounting and Related Services.,,,
2670,Clarks Summit University,5207,Entrepreneurial and Small Business Operations.,,,
6807,Community College of Beaver County,2701,Mathematics.,,,
6807,Community College of Beaver County,5201,"Business/Commerce, General.",,,
6807,Community College of Beaver County,5201,"Business/Commerce, General.",,,
6807,Community College of Beaver County,5202,"Business Administration, Management and Operations.",25141,,
6807,Community College of Beaver County,5203,Accounting and Related Services.,,,
6807,Community College of Beaver County,5203,Accounting and Related Services.,,,
6807,Community College of Beaver County,5204,Business Operations Support and Assistant Services.,,,
6807,Community College of Beaver County,5204,Business Operations Support and Assistant Services.,,,
6807,Community College of Beaver County,5205,Business/Corporate Communications.,,,
6807,Community College of Beaver County,5207,Entrepreneurial and Small Business Operations.,,,
6807,Community College of Beaver County,5207,Entrepreneurial and Small Business Operations.,,,
6807,Community College of Beaver County,5210,Human Resources Management and Services.,,,
6807,Community College of Beaver County,5210,Human Resources Management and Services.,,,
6807,Community College of Beaver County,5220,Construction Management.,,,
6807,Community College of Beaver County,5220,Construction Management.,,,
3235,Arcadia University,2701,Mathematics.,,41025,
3235,Arcadia University,5202,"Business Administration, Management and Operations.",,,
3235,Arcadia University,5202,"Business Administration, Management and Operations.",,,
3235,Arcadia University,5203,Accounting and Related Services.,,48041,27000
3235,Arcadia University,5206,Business/Managerial Economics.,,,
3235,Arcadia University,5208,Finance and Financial Management Services.,,,
3235,Arcadia University,5211,International Business.,44105,43000,27000
3235,Arcadia University,5211,International Business.,69996,,
3235,Arcadia University,5213,Management Sciences and Quantitative Methods.,,,
3235,Arcadia University,5214,Marketing.,,43798,
3235,Arcadia University,5219,"Specialized Sales, Merchandising and  Marketing Operations.",,,
3237,Bryn Mawr College,2701,Mathematics.,,,
3237,Bryn Mawr College,2701,Mathematics.,,,
3237,Bryn Mawr College,2701,Mathematics.,,,
3238,Bucknell University,2701,Mathematics.,,,
3238,Bucknell University,2701,Mathematics.,,,
3238,Bucknell University,2703,Applied Mathematics.,,,
3238,Bucknell University,2705,Statistics.,,,
3238,Bucknell University,5202,"Business Administration, Management and Operations.",61343,49683,
3238,Bucknell University,5203,Accounting and Related Services.,68290,66147,26881
3238,Bucknell University,5211,International Business.,,,
3238,Bucknell University,5213,Management Sciences and Quantitative Methods.,,,
3238,Bucknell University,5214,Marketing.,,51607,26000
3239,Bucks County Community College,2701,Mathematics.,,,
3239,Bucks County Community College,5201,"Business/Commerce, General.",,,
3239,Bucks County Community College,5202,"Business Administration, Management and Operations.",,,
3239,Bucks County Community College,5202,"Business Administration, Management and Operations.",31155,32708,10807
3239,Bucks County Community College,5203,Accounting and Related Services.,,,
3239,Bucks County Community College,5203,Accounting and Related Services.,,,
3239,Bucks County Community College,5204,Business Operations Support and Assistant Services.,,,
3239,Bucks County Community College,5207,Entrepreneurial and Small Business Operations.,,,
3239,Bucks County Community College,5207,Entrepreneurial and Small Business Operations.,,,
3239,Bucks County Community College,5209,Hospitality Administration/Management.,,,
3239,Bucks County Community College,5209,Hospitality Administration/Management.,,,
3239,Bucks County Community College,5214,Marketing.,,,
3239,Bucks County Community College,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
3239,Bucks County Community College,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
3240,Butler County Community College,2701,Mathematics.,,,
3240,Butler County Community College,5201,"Business/Commerce, General.",,28598,
3240,Butler County Community College,5201,"Business/Commerce, General.",,,
3240,Butler County Community College,5202,"Business Administration, Management and Operations.",34780,26933,
3240,Butler County Community College,5202,"Business Administration, Management and Operations.",,,
3240,Butler County Community College,5203,Accounting and Related Services.,,,
3240,Butler County Community College,5203,Accounting and Related Services.,,,
3240,Butler County Community College,5204,Business Operations Support and Assistant Services.,,,
3240,Butler County Community College,5204,Business Operations Support and Assistant Services.,,,
3240,Butler County Community College,5207,Entrepreneurial and Small Business Operations.,,,
3240,Butler County Community College,5209,Hospitality Administration/Management.,,,
3240,Butler County Community College,5209,Hospitality Administration/Management.,,,
3240,Butler County Community College,5210,Human Resources Management and Services.,,,
3240,Butler County Community College,5210,Human Resources Management and Services.,,,
3240,Butler County Community College,5214,Marketing.,,,
3240,Butler County Community College,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
3240,Butler County Community College,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
3241,Cabrini University,2701,Mathematics.,,,
3241,Cabrini University,5201,"Business/Commerce, General.",,,
3241,Cabrini University,5202,"Business Administration, Management and Operations.",36963,41937,24250
3241,Cabrini University,5202,"Business Administration, Management and Operations.",54477,,
3241,Cabrini University,5202,"Business Administration, Management and Operations.",,,
3241,Cabrini University,5203,Accounting and Related Services.,,52107,
3241,Cabrini University,5203,Accounting and Related Services.,,,
3241,Cabrini University,5208,Finance and Financial Management Services.,,47846,
3241,Cabrini University,5210,Human Resources Management and Services.,,,
3241,Cabrini University,5210,Human Resources Management and Services.,,,
3241,Cabrini University,5211,International Business.,,,
3241,Cabrini University,5214,Marketing.,40108,43426,27000
3303,Carlow University,2701,Mathematics.,,,
3303,Carlow University,5201,"Business/Commerce, General.",,,
3303,Carlow University,5202,"Business Administration, Management and Operations.",37386,,27000
3303,Carlow University,5202,"Business Administration, Management and Operations.",61654,60623,41000
3303,Carlow University,5202,"Business Administration, Management and Operations.",,,
3303,Carlow University,5203,Accounting and Related Services.,45285,42682,21500
3303,Carlow University,5203,Accounting and Related Services.,,,
3303,Carlow University,5210,Human Resources Management and Services.,,37748,
3303,Carlow University,5210,Human Resources Management and Services.,,,
3242,Carnegie Mellon University,2701,Mathematics.,,,
3242,Carnegie Mellon University,2701,Mathematics.,,,
3242,Carnegie Mellon University,2701,Mathematics.,,,
3242,Carnegie Mellon University,2703,Applied Mathematics.,,,
3242,Carnegie Mellon University,2703,Applied Mathematics.,,,
3242,Carnegie Mellon University,2703,Applied Mathematics.,,,
3242,Carnegie Mellon University,2705,Statistics.,89636,88506,21000
3242,Carnegie Mellon University,2705,Statistics.,85976,,
3242,Carnegie Mellon University,2705,Statistics.,,,
3242,Carnegie Mellon University,2799,"Mathematics and Statistics, Other.",95621,,
3242,Carnegie Mellon University,2799,"Mathematics and Statistics, Other.",,,
3242,Carnegie Mellon University,5202,"Business Administration, Management and Operations.",78783,80196,23250
3242,Carnegie Mellon University,5202,"Business Administration, Management and Operations.",139390,133383,110500
3242,Carnegie Mellon University,5202,"Business Administration, Management and Operations.",,,
3242,Carnegie Mellon University,5202,"Business Administration, Management and Operations.",,,
3242,Carnegie Mellon University,5206,Business/Managerial Economics.,,,
3242,Carnegie Mellon University,5206,Business/Managerial Economics.,,,
3242,Carnegie Mellon University,5207,Entrepreneurial and Small Business Operations.,,,
3242,Carnegie Mellon University,5207,Entrepreneurial and Small Business Operations.,,,
3242,Carnegie Mellon University,5208,Finance and Financial Management Services.,,95295,
3242,Carnegie Mellon University,5210,Human Resources Management and Services.,,,
3242,Carnegie Mellon University,5211,International Business.,,,
3242,Carnegie Mellon University,5212,Management Information Systems and Services.,,,
3242,Carnegie Mellon University,5212,Management Information Systems and Services.,,,
3242,Carnegie Mellon University,5212,Management Information Systems and Services.,,,
3242,Carnegie Mellon University,5213,Management Sciences and Quantitative Methods.,,,
3242,Carnegie Mellon University,5213,Management Sciences and Quantitative Methods.,,,80887
3242,Carnegie Mellon University,5213,Management Sciences and Quantitative Methods.,,,
3242,Carnegie Mellon University,5213,Management Sciences and Quantitative Methods.,,,
3242,Carnegie Mellon University,5214,Marketing.,,,
3243,Cedar Crest College,2701,Mathematics.,,,
3243,Cedar Crest College,5202,"Business Administration, Management and Operations.",,,
3243,Cedar Crest College,5202,"Business Administration, Management and Operations.",,44021,
3243,Cedar Crest College,5202,"Business Administration, Management and Operations.",,,
3243,Cedar Crest College,5202,"Business Administration, Management and Operations.",,,
3243,Cedar Crest College,5203,Accounting and Related Services.,,,
3243,Cedar Crest College,5203,Accounting and Related Services.,,,
3243,Cedar Crest College,5203,Accounting and Related Services.,,,
3243,Cedar Crest College,5210,Human Resources Management and Services.,,,
3243,Cedar Crest College,5210,Human Resources Management and Services.,,,
3243,Cedar Crest College,5212,Management Information Systems and Services.,,,
3243,Cedar Crest College,5214,Marketing.,,,
4890,Central Penn College,5202,"Business Administration, Management and Operations.",,,
4890,Central Penn College,5202,"Business Administration, Management and Operations.",41064,46673,34720
4890,Central Penn College,5202,"Business Administration, Management and Operations.",69343,,
4890,Central Penn College,5203,Accounting and Related Services.,,,
4890,Central Penn College,5203,Accounting and Related Services.,,,
4890,Central Penn College,5203,Accounting and Related Services.,38515,,28457
4890,Central Penn College,5207,Entrepreneurial and Small Business Operations.,,,
4890,Central Penn College,5207,Entrepreneurial and Small Business Operations.,,,
4890,Central Penn College,5210,Human Resources Management and Services.,,,
4890,Central Penn College,5214,Marketing.,,,
4890,Central Penn College,5214,Marketing.,,,
3244,Chatham University,2701,Mathematics.,,,
3244,Chatham University,2799,"Mathematics and Statistics, Other.",,,
3244,Chatham University,5202,"Business Administration, Management and Operations.",,,
3244,Chatham University,5202,"Business Administration, Management and Operations.",,58221,36163
3244,Chatham University,5203,Accounting and Related Services.,,,
3244,Chatham University,5203,Accounting and Related Services.,,48432,
3244,Chatham University,5207,Entrepreneurial and Small Business Operations.,,,
3244,Chatham University,5211,International Business.,,,
3244,Chatham University,5212,Management Information Systems and Services.,,,
3244,Chatham University,5214,Marketing.,,,
3244,Chatham University,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
3245,Chestnut Hill College,2701,Mathematics.,,,
3245,Chestnut Hill College,5202,"Business Administration, Management and Operations.",38667,43240,27000
3245,Chestnut Hill College,5202,"Business Administration, Management and Operations.",,,
3245,Chestnut Hill College,5203,Accounting and Related Services.,51887,46478,27000
3245,Chestnut Hill College,5205,Business/Corporate Communications.,,29685,
3245,Chestnut Hill College,5210,Human Resources Management and Services.,,,
3245,Chestnut Hill College,5211,International Business.,,,
3245,Chestnut Hill College,5214,Marketing.,,,
3317,Cheyney University of Pennsylvania,2701,Mathematics.,,,
3317,Cheyney University of Pennsylvania,5202,"Business Administration, Management and Operations.",44892,35060,
3317,Cheyney University of Pennsylvania,5209,Hospitality Administration/Management.,,,
3317,Cheyney University of Pennsylvania,5219,"Specialized Sales, Merchandising and  Marketing Operations.",,,
7110,Delaware County Community College,5201,"Business/Commerce, General.",,,
7110,Delaware County Community College,5202,"Business Administration, Management and Operations.",33780,27488,11000
7110,Delaware County Community College,5203,Accounting and Related Services.,,,
7110,Delaware County Community College,5203,Accounting and Related Services.,,,
7110,Delaware County Community College,5204,Business Operations Support and Assistant Services.,,,
7110,Delaware County Community College,5209,Hospitality Administration/Management.,,,
7110,Delaware County Community College,5210,Human Resources Management and Services.,,,
3252,Delaware Valley University,5201,"Business/Commerce, General.",,,
3252,Delaware Valley University,5202,"Business Administration, Management and Operations.",43266,37208,25000
3252,Delaware Valley University,5202,"Business Administration, Management and Operations.",62929,66104,20908
3252,Delaware Valley University,5202,"Business Administration, Management and Operations.",,,
3252,Delaware Valley University,5203,Accounting and Related Services.,,,
3253,Dickinson College,2701,Mathematics.,52067,53358,
3253,Dickinson College,5211,International Business.,56304,51750,19000
3256,Drexel University,2701,Mathematics.,69658,61020,30899
3256,Drexel University,2701,Mathematics.,,,
3256,Drexel University,2701,Mathematics.,,,
3256,Drexel University,5201,"Business/Commerce, General.",54398,58673,
3256,Drexel University,5201,"Business/Commerce, General.",95740,97737,41000
3256,Drexel University,5201,"Business/Commerce, General.",,,
3256,Drexel University,5201,"Business/Commerce, General.",,,
3256,Drexel University,5202,"Business Administration, Management and Operations.",,,
3256,Drexel University,5202,"Business Administration, Management and Operations.",58409,57318,27000
3256,Drexel University,5202,"Business Administration, Management and Operations.",89747,82440,51311
3256,Drexel University,5202,"Business Administration, Management and Operations.",,,
3256,Drexel University,5202,"Business Administration, Management and Operations.",,,
3256,Drexel University,5203,Accounting and Related Services.,60324,59858,27167
3256,Drexel University,5203,Accounting and Related Services.,,,
3256,Drexel University,5207,Entrepreneurial and Small Business Operations.,,,
3256,Drexel University,5207,Entrepreneurial and Small Business Operations.,,53984,
3256,Drexel University,5207,Entrepreneurial and Small Business Operations.,,,
3256,Drexel University,5207,Entrepreneurial and Small Business Operations.,,,
3256,Drexel University,5208,Finance and Financial Management Services.,63424,64672,
3256,Drexel University,5208,Finance and Financial Management Services.,,,
3256,Drexel University,5209,Hospitality Administration/Management.,36723,32925,
3256,Drexel University,5209,Hospitality Administration/Management.,,,
3256,Drexel University,5210,Human Resources Management and Services.,61520,76460,
3256,Drexel University,5210,Human Resources Management and Services.,,,
3256,Drexel University,5211,International Business.,53140,60399,28455
3256,Drexel University,5212,Management Information Systems and Services.,63414,65925,29933
3256,Drexel University,5213,Management Sciences and Quantitative Methods.,63344,60623,28233
3256,Drexel University,5213,Management Sciences and Quantitative Methods.,83838,,
3256,Drexel University,5213,Management Sciences and Quantitative Methods.,,,
3256,Drexel University,5213,Management Sciences and Quantitative Methods.,,,
3256,Drexel University,5214,Marketing.,,,
3256,Drexel University,5214,Marketing.,51295,51213,25229
3256,Drexel University,5214,Marketing.,56432,,
3256,Drexel University,5214,Marketing.,,,
3256,Drexel University,5215,Real Estate.,,,
3256,Drexel University,5215,Real Estate.,,,
3256,Drexel University,5215,Real Estate.,,,
3256,Drexel University,5220,Construction Management.,,,
3256,Drexel University,5220,Construction Management.,69427,69338,31000
3256,Drexel University,5220,Construction Management.,85520,87604,43562
3256,Drexel University,5220,Construction Management.,,,
3258,Duquesne University,2701,Mathematics.,53373,43575,24220
3258,Duquesne University,2703,Applied Mathematics.,,,
3258,Duquesne University,2703,Applied Mathematics.,,,
3258,Duquesne University,5201,"Business/Commerce, General.",,,
3258,Duquesne University,5202,"Business Administration, Management and Operations.",52013,51928,26344
3258,Duquesne University,5202,"Business Administration, Management and Operations.",67168,65486,40750
3258,Duquesne University,5202,"Business Administration, Management and Operations.",,,
3258,Duquesne University,5203,Accounting and Related Services.,54807,50022,25000
3258,Duquesne University,5203,Accounting and Related Services.,51878,56544,20500
3258,Duquesne University,5205,Business/Corporate Communications.,,36907,21500
3258,Duquesne University,5205,Business/Corporate Communications.,,,
3258,Duquesne University,5206,Business/Managerial Economics.,,,
3258,Duquesne University,5207,Entrepreneurial and Small Business Operations.,,,
3258,Duquesne University,5207,Entrepreneurial and Small Business Operations.,,,
3258,Duquesne University,5208,Finance and Financial Management Services.,49793,50856,26830
3258,Duquesne University,5208,Finance and Financial Management Services.,,,
3258,Duquesne University,5210,Human Resources Management and Services.,,,
3258,Duquesne University,5211,International Business.,,54661,
3258,Duquesne University,5213,Management Sciences and Quantitative Methods.,48032,38829,26500
3258,Duquesne University,5213,Management Sciences and Quantitative Methods.,,,
3258,Duquesne University,5213,Management Sciences and Quantitative Methods.,,,
3258,Duquesne University,5214,Marketing.,40033,38443,26000
3258,Duquesne University,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
3320,East Stroudsburg University of Pennsylvania,2701,Mathematics.,,42682,
3320,East Stroudsburg University of Pennsylvania,5202,"Business Administration, Management and Operations.",37427,38807,22623
3320,East Stroudsburg University of Pennsylvania,5202,"Business Administration, Management and Operations.",,,
3320,East Stroudsburg University of Pennsylvania,5203,Accounting and Related Services.,,,
3320,East Stroudsburg University of Pennsylvania,5203,Accounting and Related Services.,,,
3320,East Stroudsburg University of Pennsylvania,5208,Finance and Financial Management Services.,,,
3320,East Stroudsburg University of Pennsylvania,5209,Hospitality Administration/Management.,31107,36848,26905
3320,East Stroudsburg University of Pennsylvania,5209,Hospitality Administration/Management.,41072,,
3320,East Stroudsburg University of Pennsylvania,5213,Management Sciences and Quantitative Methods.,,,
3320,East Stroudsburg University of Pennsylvania,5214,Marketing.,,,
3259,Eastern University,2701,Mathematics.,,,25899
3259,Eastern University,5202,"Business Administration, Management and Operations.",44783,47260,27000
3259,Eastern University,5202,"Business Administration, Management and Operations.",54108,58402,37675
3259,Eastern University,5202,"Business Administration, Management and Operations.",,,
3259,Eastern University,5202,"Business Administration, Management and Operations.",,,
3259,Eastern University,5203,Accounting and Related Services.,,50022,
3259,Eastern University,5207,Entrepreneurial and Small Business Operations.,,,
3259,Eastern University,5214,Marketing.,41538,47260,26000
3259,Eastern University,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
3259,Eastern University,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
3262,Elizabethtown College,2701,Mathematics.,,,
3262,Elizabethtown College,2703,Applied Mathematics.,,,
3262,Elizabethtown College,5202,"Business Administration, Management and Operations.",,,16976
3262,Elizabethtown College,5202,"Business Administration, Management and Operations.",46810,48901,26000
3262,Elizabethtown College,5202,"Business Administration, Management and Operations.",87324,,26273
3262,Elizabethtown College,5202,"Business Administration, Management and Operations.",,,
3262,Elizabethtown College,5203,Accounting and Related Services.,,,
3262,Elizabethtown College,5203,Accounting and Related Services.,51660,54386,27000
3262,Elizabethtown College,5206,Business/Managerial Economics.,,,
3262,Elizabethtown College,5207,Entrepreneurial and Small Business Operations.,,,
3262,Elizabethtown College,5208,Finance and Financial Management Services.,,,
3262,Elizabethtown College,5208,Finance and Financial Management Services.,,,
3262,Elizabethtown College,5208,Finance and Financial Management Services.,,,
3262,Elizabethtown College,5211,International Business.,,46673,
3262,Elizabethtown College,5212,Management Information Systems and Services.,,,
3262,Elizabethtown College,5213,Management Sciences and Quantitative Methods.,,,
3262,Elizabethtown College,5214,Marketing.,,,
22039,Erie Institute of Technology Inc,5204,Business Operations Support and Assistant Services.,,,
3265,Franklin and Marshall College,2701,Mathematics.,,,
3265,Franklin and Marshall College,5202,"Business Administration, Management and Operations.",56518,52733,19500
3266,Gannon University,2701,Mathematics.,,,
3266,Gannon University,5201,"Business/Commerce, General.",,,
3266,Gannon University,5202,"Business Administration, Management and Operations.",,29685,
3266,Gannon University,5202,"Business Administration, Management and Operations.",70910,54154,37433
3266,Gannon University,5203,Accounting and Related Services.,,38289,
3266,Gannon University,5206,Business/Managerial Economics.,,,
3266,Gannon University,5207,Entrepreneurial and Small Business Operations.,,,
3266,Gannon University,5208,Finance and Financial Management Services.,,40467,
3266,Gannon University,5211,International Business.,,,
3266,Gannon University,5212,Management Information Systems and Services.,,,
3266,Gannon University,5212,Management Information Systems and Services.,,,
3266,Gannon University,5213,Management Sciences and Quantitative Methods.,,,
3266,Gannon University,5214,Marketing.,,,
3266,Gannon University,5217,Insurance.,,,
3267,Geneva College,2703,Applied Mathematics.,,,
3267,Geneva College,5202,"Business Administration, Management and Operations.",,,
3267,Geneva College,5202,"Business Administration, Management and Operations.",38220,38289,25371
3267,Geneva College,5202,"Business Administration, Management and Operations.",50351,45383,44063
3267,Geneva College,5203,Accounting and Related Services.,44381,46673,
3267,Geneva College,5208,Finance and Financial Management Services.,,,
3267,Geneva College,5210,Human Resources Management and Services.,45691,,23676
3267,Geneva College,5211,International Business.,,,
3267,Geneva College,5213,Management Sciences and Quantitative Methods.,,,
3267,Geneva College,5214,Marketing.,,,
3268,Gettysburg College,2701,Mathematics.,,,
3268,Gettysburg College,2703,Applied Mathematics.,,,
3268,Gettysburg College,5202,"Business Administration, Management and Operations.",50244,47595,27000
4058,Gratz College,5202,"Business Administration, Management and Operations.",,,
